period_min	period_max	source	rank
2018-01-01	2018-12-31	H3260_v1_7	176609
2008-01-01	2009-12-31	H3260_v1_3	176610
2010-01-01	2011-12-31	H3260_v1_4	176610
2012-01-01	2015-12-31	H3260_v1_5	176610
2016-01-01	2017-12-31	H3260_v1_6	176610
2018-01-01	2018-12-31	H3260_v1_7	176610
2018-01-01	2018-12-31	H3260_v1_7	180393
2018-01-01	2018-12-31	H3260_v1_7	180394
2018-01-01	2018-12-31	H3260_v1_7	180395
2018-01-01	2018-12-31	H3260_v1_7	180396
2018-01-01	2018-12-31	H3260_v1_7	180397
2018-01-01	2018-12-31	H3260_v1_7	180398
2018-01-01	2018-12-31	H3260_v1_7	180399
2010-01-01	2011-12-31	H3260_v1_4	189549
2016-01-01	2017-12-31	H3260_v1_6	189549
2018-01-01	2018-12-31	H3260_v1_7	189549
2010-01-01	2011-12-31	H3260_v1_4	189550
2016-01-01	2017-12-31	H3260_v1_6	189550
2018-01-01	2018-12-31	H3260_v1_7	189550
2018-01-01	2018-12-31	H3260_v1_7	194174
2018-01-01	2018-12-31	H3260_v1_7	194175
2018-01-01	2018-12-31	H3260_v1_7	194176
2018-01-01	2018-12-31	H3260_v1_7	194177
2018-01-01	2018-12-31	H3260_v1_7	194178
2018-01-01	2018-12-31	H3260_v1_7	194179
2018-01-01	2018-12-31	H3260_v1_7	194180
2018-01-01	2018-12-31	H3260_v1_7	194181
2018-01-01	2018-12-31	H3260_v1_7	194182
2018-01-01	2018-12-31	H3260_v1_7	194183
1899-01-01	2006-12-31	H3260_v1_0	194184
2007-01-01	2007-12-31	H3260_v1_2	194184
2008-01-01	2009-12-31	H3260_v1_3	194184
2010-01-01	2011-12-31	H3260_v1_4	194184
2012-01-01	2015-12-31	H3260_v1_5	194184
2016-01-01	2017-12-31	H3260_v1_6	194184
2018-01-01	2018-12-31	H3260_v1_7	194184
2012-01-01	2015-12-31	H3260_v1_5	194185
2018-01-01	2018-12-31	H3260_v1_7	194185
2012-01-01	2015-12-31	H3260_v1_5	194186
2018-01-01	2018-12-31	H3260_v1_7	194186
2012-01-01	2015-12-31	H3260_v1_5	194187
2018-01-01	2018-12-31	H3260_v1_7	194187
2012-01-01	2015-12-31	H3260_v1_5	194188
2018-01-01	2018-12-31	H3260_v1_7	194188
2012-01-01	2015-12-31	H3260_v1_5	194189
2018-01-01	2018-12-31	H3260_v1_7	194189
2018-01-01	2018-12-31	H3260_v1_7	196333
1899-01-01	2006-12-31	H3260_v1_0	197231
2007-01-01	2007-12-31	H3260_v1_2	197231
1899-01-01	2006-12-31	H3260_v1_0	197232
2007-01-01	2007-12-31	H3260_v1_2	197232
1899-01-01	2006-12-31	H3260_v1_0	197233
2007-01-01	2007-12-31	H3260_v1_2	197233
1899-01-01	2006-12-31	H3260_v1_0	197234
2007-01-01	2007-12-31	H3260_v1_2	197234
2008-01-01	2009-12-31	H3260_v1_3	197234
2010-01-01	2011-12-31	H3260_v1_4	197234
2012-01-01	2015-12-31	H3260_v1_5	197234
2016-01-01	2017-12-31	H3260_v1_6	197234
2018-01-01	2018-12-31	H3260_v1_7	197234
1899-01-01	2006-12-31	H3260_v1_0	197235
2007-01-01	2007-12-31	H3260_v1_2	197235
2008-01-01	2009-12-31	H3260_v1_3	197235
2010-01-01	2011-12-31	H3260_v1_4	197235
2012-01-01	2015-12-31	H3260_v1_5	197235
2016-01-01	2017-12-31	H3260_v1_6	197235
2018-01-01	2018-12-31	H3260_v1_7	197235
1899-01-01	2006-12-31	H3260_v1_0	197236
2007-01-01	2007-12-31	H3260_v1_2	197236
2008-01-01	2009-12-31	H3260_v1_3	197236
2010-01-01	2011-12-31	H3260_v1_4	197236
2012-01-01	2015-12-31	H3260_v1_5	197236
2016-01-01	2017-12-31	H3260_v1_6	197236
2018-01-01	2018-12-31	H3260_v1_7	197236
2010-01-01	2011-12-31	H3260_v1_4	197911
2012-01-01	2015-12-31	H3260_v1_5	197911
2016-01-01	2017-12-31	H3260_v1_6	197911
2018-01-01	2018-12-31	H3260_v1_7	197911
2010-01-01	2011-12-31	H3260_v1_4	197912
2012-01-01	2015-12-31	H3260_v1_5	197912
2016-01-01	2017-12-31	H3260_v1_6	197912
2018-01-01	2018-12-31	H3260_v1_7	197912
2018-01-01	2018-12-31	H3260_v1_7	200563
2010-01-01	2011-12-31	H3260_v1_4	200564
2012-01-01	2015-12-31	H3260_v1_5	200564
2016-01-01	2017-12-31	H3260_v1_6	200564
2018-01-01	2018-12-31	H3260_v1_7	200564
2010-01-01	2011-12-31	H3260_v1_4	200565
2012-01-01	2015-12-31	H3260_v1_5	200565
2016-01-01	2017-12-31	H3260_v1_6	200565
2018-01-01	2018-12-31	H3260_v1_7	200565
2012-01-01	2015-12-31	H3260_v1_5	200619
2018-01-01	2018-12-31	H3260_v1_7	200619
2012-01-01	2015-12-31	H3260_v1_5	201258
2018-01-01	2018-12-31	H3260_v1_7	201258
2012-01-01	2015-12-31	H3260_v1_5	201259
2018-01-01	2018-12-31	H3260_v1_7	201259
2012-01-01	2015-12-31	H3260_v1_5	201260
2018-01-01	2018-12-31	H3260_v1_7	201260
2012-01-01	2015-12-31	H3260_v1_5	203442
2018-01-01	2018-12-31	H3260_v1_7	203442
2012-01-01	2015-12-31	H3260_v1_5	203454
2018-01-01	2018-12-31	H3260_v1_7	203454
2012-01-01	2015-12-31	H3260_v1_5	203455
2018-01-01	2018-12-31	H3260_v1_7	203455
2012-01-01	2015-12-31	H3260_v1_5	203456
2018-01-01	2018-12-31	H3260_v1_7	203456
2012-01-01	2015-12-31	H3260_v1_5	203457
2018-01-01	2018-12-31	H3260_v1_7	203457
1899-01-01	2006-12-31	H3260_v1_0	203526
2007-01-01	2007-12-31	H3260_v1_2	203526
2008-01-01	2009-12-31	H3260_v1_3	203526
1899-01-01	2006-12-31	H3260_v1_0	203527
2007-01-01	2007-12-31	H3260_v1_2	203527
2008-01-01	2009-12-31	H3260_v1_3	203527
1899-01-01	2006-12-31	H3260_v1_0	203528
2007-01-01	2007-12-31	H3260_v1_2	203528
2008-01-01	2009-12-31	H3260_v1_3	203528
2018-01-01	2018-12-31	H3260_v1_7	203866
2018-01-01	2018-12-31	H3260_v1_7	203867
2012-01-01	2015-12-31	H3260_v1_5	203951
2012-01-01	2015-12-31	H3260_v1_5	203952
1899-01-01	2006-12-31	H3260_v1_0	204984
2007-01-01	2007-12-31	H3260_v1_2	204984
2008-01-01	2009-12-31	H3260_v1_3	204984
2010-01-01	2011-12-31	H3260_v1_4	204984
2016-01-01	2017-12-31	H3260_v1_6	204984
1899-01-01	2006-12-31	H3260_v1_0	204985
2007-01-01	2007-12-31	H3260_v1_2	204985
2008-01-01	2009-12-31	H3260_v1_3	204985
2010-01-01	2011-12-31	H3260_v1_4	204985
2016-01-01	2017-12-31	H3260_v1_6	204985
1899-01-01	2006-12-31	H3260_v1_0	204986
2007-01-01	2007-12-31	H3260_v1_2	204986
2008-01-01	2009-12-31	H3260_v1_3	204986
2010-01-01	2011-12-31	H3260_v1_4	204986
2016-01-01	2017-12-31	H3260_v1_6	204986
1899-01-01	2006-12-31	H3260_v1_0	204987
2007-01-01	2007-12-31	H3260_v1_2	204987
2008-01-01	2009-12-31	H3260_v1_3	204987
2010-01-01	2011-12-31	H3260_v1_4	204987
2016-01-01	2017-12-31	H3260_v1_6	204987
1899-01-01	2006-12-31	H3260_v1_0	204988
2007-01-01	2007-12-31	H3260_v1_2	204988
2008-01-01	2009-12-31	H3260_v1_3	204988
2010-01-01	2011-12-31	H3260_v1_4	204988
2012-01-01	2015-12-31	H3260_v1_5	204988
2016-01-01	2017-12-31	H3260_v1_6	204988
1899-01-01	2006-12-31	H3260_v1_0	204989
2007-01-01	2007-12-31	H3260_v1_2	204989
2008-01-01	2009-12-31	H3260_v1_3	204989
2010-01-01	2011-12-31	H3260_v1_4	204989
2012-01-01	2015-12-31	H3260_v1_5	204989
2016-01-01	2017-12-31	H3260_v1_6	204989
1899-01-01	2006-12-31	H3260_v1_0	204990
2007-01-01	2007-12-31	H3260_v1_2	204990
2008-01-01	2009-12-31	H3260_v1_3	204990
2010-01-01	2011-12-31	H3260_v1_4	204990
2012-01-01	2015-12-31	H3260_v1_5	204990
2016-01-01	2017-12-31	H3260_v1_6	204990
1899-01-01	2006-12-31	H3260_v1_0	204991
2007-01-01	2007-12-31	H3260_v1_2	204991
2008-01-01	2009-12-31	H3260_v1_3	204991
2010-01-01	2011-12-31	H3260_v1_4	204991
2012-01-01	2015-12-31	H3260_v1_5	204991
2016-01-01	2017-12-31	H3260_v1_6	204991
1899-01-01	2006-12-31	H3260_v1_0	204992
2007-01-01	2007-12-31	H3260_v1_2	204992
2008-01-01	2009-12-31	H3260_v1_3	204992
2010-01-01	2011-12-31	H3260_v1_4	204992
2012-01-01	2015-12-31	H3260_v1_5	204992
2016-01-01	2017-12-31	H3260_v1_6	204992
1899-01-01	2006-12-31	H3260_v1_0	204993
2007-01-01	2007-12-31	H3260_v1_2	204993
2008-01-01	2009-12-31	H3260_v1_3	204993
2010-01-01	2011-12-31	H3260_v1_4	204993
2012-01-01	2015-12-31	H3260_v1_5	204993
2016-01-01	2017-12-31	H3260_v1_6	204993
2018-01-01	2018-12-31	H3260_v1_7	205799
2012-01-01	2015-12-31	H3260_v1_5	205800
2018-01-01	2018-12-31	H3260_v1_7	205800
2012-01-01	2015-12-31	H3260_v1_5	205801
2018-01-01	2018-12-31	H3260_v1_7	205801
1899-01-01	2006-12-31	H3260_v1_0	206648
1899-01-01	2006-12-31	H3260_v1_0	206649
1899-01-01	2006-12-31	H3260_v1_0	206650
2007-01-01	2007-12-31	H3260_v1_2	206650
2008-01-01	2009-12-31	H3260_v1_3	206650
2010-01-01	2011-12-31	H3260_v1_4	206650
2012-01-01	2015-12-31	H3260_v1_5	206650
2016-01-01	2017-12-31	H3260_v1_6	206650
1899-01-01	2006-12-31	H3260_v1_0	206651
2007-01-01	2007-12-31	H3260_v1_2	206651
2008-01-01	2009-12-31	H3260_v1_3	206651
2010-01-01	2011-12-31	H3260_v1_4	206651
2012-01-01	2015-12-31	H3260_v1_5	206651
2016-01-01	2017-12-31	H3260_v1_6	206651
1899-01-01	2006-12-31	H3260_v1_0	206652
2007-01-01	2007-12-31	H3260_v1_2	206652
2008-01-01	2009-12-31	H3260_v1_3	206652
2010-01-01	2011-12-31	H3260_v1_4	206652
2012-01-01	2015-12-31	H3260_v1_5	206652
2016-01-01	2017-12-31	H3260_v1_6	206652
1899-01-01	2006-12-31	H3260_v1_0	206653
2007-01-01	2007-12-31	H3260_v1_2	206653
2008-01-01	2009-12-31	H3260_v1_3	206653
2010-01-01	2011-12-31	H3260_v1_4	206653
2012-01-01	2015-12-31	H3260_v1_5	206653
2016-01-01	2017-12-31	H3260_v1_6	206653
2018-01-01	2018-12-31	H3260_v1_7	206653
1899-01-01	2006-12-31	H3260_v1_0	206654
2007-01-01	2007-12-31	H3260_v1_2	206654
2008-01-01	2009-12-31	H3260_v1_3	206654
2010-01-01	2011-12-31	H3260_v1_4	206654
2012-01-01	2015-12-31	H3260_v1_5	206654
2016-01-01	2017-12-31	H3260_v1_6	206654
2018-01-01	2018-12-31	H3260_v1_7	206654
1899-01-01	2006-12-31	H3260_v1_0	206655
2007-01-01	2007-12-31	H3260_v1_2	206655
2008-01-01	2009-12-31	H3260_v1_3	206655
2010-01-01	2011-12-31	H3260_v1_4	206655
2012-01-01	2015-12-31	H3260_v1_5	206655
2016-01-01	2017-12-31	H3260_v1_6	206655
2018-01-01	2018-12-31	H3260_v1_7	206655
1899-01-01	2006-12-31	H3260_v1_0	206656
2007-01-01	2007-12-31	H3260_v1_2	206656
2008-01-01	2009-12-31	H3260_v1_3	206656
2010-01-01	2011-12-31	H3260_v1_4	206656
2012-01-01	2015-12-31	H3260_v1_5	206656
2016-01-01	2017-12-31	H3260_v1_6	206656
2018-01-01	2018-12-31	H3260_v1_7	206656
1899-01-01	2006-12-31	H3260_v1_0	206657
2007-01-01	2007-12-31	H3260_v1_2	206657
2008-01-01	2009-12-31	H3260_v1_3	206657
2010-01-01	2011-12-31	H3260_v1_4	206657
2012-01-01	2015-12-31	H3260_v1_5	206657
2016-01-01	2017-12-31	H3260_v1_6	206657
2018-01-01	2018-12-31	H3260_v1_7	206657
1899-01-01	2006-12-31	H3260_v1_0	206658
2007-01-01	2007-12-31	H3260_v1_2	206658
2008-01-01	2009-12-31	H3260_v1_3	206658
2010-01-01	2011-12-31	H3260_v1_4	206658
2012-01-01	2015-12-31	H3260_v1_5	206658
2016-01-01	2017-12-31	H3260_v1_6	206658
2018-01-01	2018-12-31	H3260_v1_7	206658
1899-01-01	2006-12-31	H3260_v1_0	206659
2007-01-01	2007-12-31	H3260_v1_2	206659
2008-01-01	2009-12-31	H3260_v1_3	206659
2010-01-01	2011-12-31	H3260_v1_4	206659
2012-01-01	2015-12-31	H3260_v1_5	206659
2016-01-01	2017-12-31	H3260_v1_6	206659
2018-01-01	2018-12-31	H3260_v1_7	206659
1899-01-01	2006-12-31	H3260_v1_0	206660
2007-01-01	2007-12-31	H3260_v1_2	206660
2008-01-01	2009-12-31	H3260_v1_3	206660
2010-01-01	2011-12-31	H3260_v1_4	206660
2012-01-01	2015-12-31	H3260_v1_5	206660
2016-01-01	2017-12-31	H3260_v1_6	206660
2018-01-01	2018-12-31	H3260_v1_7	206660
1899-01-01	2006-12-31	H3260_v1_0	206661
2007-01-01	2007-12-31	H3260_v1_2	206661
2008-01-01	2009-12-31	H3260_v1_3	206661
2010-01-01	2011-12-31	H3260_v1_4	206661
2012-01-01	2015-12-31	H3260_v1_5	206661
2016-01-01	2017-12-31	H3260_v1_6	206661
2018-01-01	2018-12-31	H3260_v1_7	206661
2007-01-01	2007-12-31	H3260_v1_2	206662
2008-01-01	2009-12-31	H3260_v1_3	206662
2010-01-01	2011-12-31	H3260_v1_4	206662
2012-01-01	2015-12-31	H3260_v1_5	206662
2016-01-01	2017-12-31	H3260_v1_6	206662
2018-01-01	2018-12-31	H3260_v1_7	206662
2007-01-01	2007-12-31	H3260_v1_2	206663
2008-01-01	2009-12-31	H3260_v1_3	206663
2010-01-01	2011-12-31	H3260_v1_4	206663
2012-01-01	2015-12-31	H3260_v1_5	206663
2016-01-01	2017-12-31	H3260_v1_6	206663
2018-01-01	2018-12-31	H3260_v1_7	206663
2007-01-01	2007-12-31	H3260_v1_2	206664
2008-01-01	2009-12-31	H3260_v1_3	206664
2010-01-01	2011-12-31	H3260_v1_4	206664
2012-01-01	2015-12-31	H3260_v1_5	206664
2016-01-01	2017-12-31	H3260_v1_6	206664
2018-01-01	2018-12-31	H3260_v1_7	206664
2007-01-01	2007-12-31	H3260_v1_2	206665
2008-01-01	2009-12-31	H3260_v1_3	206665
2010-01-01	2011-12-31	H3260_v1_4	206665
2012-01-01	2015-12-31	H3260_v1_5	206665
2016-01-01	2017-12-31	H3260_v1_6	206665
2018-01-01	2018-12-31	H3260_v1_7	206665
2007-01-01	2007-12-31	H3260_v1_2	206666
2008-01-01	2009-12-31	H3260_v1_3	206666
2010-01-01	2011-12-31	H3260_v1_4	206666
2012-01-01	2015-12-31	H3260_v1_5	206666
2016-01-01	2017-12-31	H3260_v1_6	206666
2018-01-01	2018-12-31	H3260_v1_7	206666
2007-01-01	2007-12-31	H3260_v1_2	206667
2008-01-01	2009-12-31	H3260_v1_3	206667
2010-01-01	2011-12-31	H3260_v1_4	206667
2012-01-01	2015-12-31	H3260_v1_5	206667
2016-01-01	2017-12-31	H3260_v1_6	206667
2018-01-01	2018-12-31	H3260_v1_7	206667
2012-01-01	2015-12-31	H3260_v1_5	206668
2018-01-01	2018-12-31	H3260_v1_7	206668
2012-01-01	2015-12-31	H3260_v1_5	206669
2018-01-01	2018-12-31	H3260_v1_7	206669
2012-01-01	2015-12-31	H3260_v1_5	206670
2018-01-01	2018-12-31	H3260_v1_7	206670
2012-01-01	2015-12-31	H3260_v1_5	206671
2018-01-01	2018-12-31	H3260_v1_7	206671
2012-01-01	2015-12-31	H3260_v1_5	206672
2018-01-01	2018-12-31	H3260_v1_7	206672
2012-01-01	2015-12-31	H3260_v1_5	206673
2018-01-01	2018-12-31	H3260_v1_7	206673
2012-01-01	2015-12-31	H3260_v1_5	206674
2018-01-01	2018-12-31	H3260_v1_7	206674
2012-01-01	2015-12-31	H3260_v1_5	206675
2018-01-01	2018-12-31	H3260_v1_7	206675
2012-01-01	2015-12-31	H3260_v1_5	206676
2018-01-01	2018-12-31	H3260_v1_7	206676
2012-01-01	2015-12-31	H3260_v1_5	206677
2018-01-01	2018-12-31	H3260_v1_7	206677
2012-01-01	2015-12-31	H3260_v1_5	206678
2018-01-01	2018-12-31	H3260_v1_7	206678
2007-01-01	2007-12-31	H3260_v1_2	206679
2008-01-01	2009-12-31	H3260_v1_3	206679
2010-01-01	2011-12-31	H3260_v1_4	206679
2012-01-01	2015-12-31	H3260_v1_5	206679
2016-01-01	2017-12-31	H3260_v1_6	206679
2018-01-01	2018-12-31	H3260_v1_7	206679
2007-01-01	2007-12-31	H3260_v1_2	206680
2008-01-01	2009-12-31	H3260_v1_3	206680
2010-01-01	2011-12-31	H3260_v1_4	206680
2016-01-01	2017-12-31	H3260_v1_6	206680
2018-01-01	2018-12-31	H3260_v1_7	206680
2007-01-01	2007-12-31	H3260_v1_2	206681
2008-01-01	2009-12-31	H3260_v1_3	206681
2010-01-01	2011-12-31	H3260_v1_4	206681
2016-01-01	2017-12-31	H3260_v1_6	206681
2018-01-01	2018-12-31	H3260_v1_7	206681
2007-01-01	2007-12-31	H3260_v1_2	206682
2008-01-01	2009-12-31	H3260_v1_3	206682
2010-01-01	2011-12-31	H3260_v1_4	206682
2016-01-01	2017-12-31	H3260_v1_6	206682
2018-01-01	2018-12-31	H3260_v1_7	206682
1899-01-01	2006-12-31	H3260_v1_0	206683
2007-01-01	2007-12-31	H3260_v1_2	206683
2008-01-01	2009-12-31	H3260_v1_3	206683
2010-01-01	2011-12-31	H3260_v1_4	206683
2016-01-01	2017-12-31	H3260_v1_6	206683
2018-01-01	2018-12-31	H3260_v1_7	206683
1899-01-01	2006-12-31	H3260_v1_0	206684
2007-01-01	2007-12-31	H3260_v1_2	206684
2008-01-01	2009-12-31	H3260_v1_3	206684
2010-01-01	2011-12-31	H3260_v1_4	206684
2012-01-01	2015-12-31	H3260_v1_5	206684
2016-01-01	2017-12-31	H3260_v1_6	206684
2018-01-01	2018-12-31	H3260_v1_7	206684
1899-01-01	2006-12-31	H3260_v1_0	206685
2007-01-01	2007-12-31	H3260_v1_2	206685
2008-01-01	2009-12-31	H3260_v1_3	206685
2010-01-01	2011-12-31	H3260_v1_4	206685
2012-01-01	2015-12-31	H3260_v1_5	206685
2016-01-01	2017-12-31	H3260_v1_6	206685
2018-01-01	2018-12-31	H3260_v1_7	206685
1899-01-01	2006-12-31	H3260_v1_0	206686
2007-01-01	2007-12-31	H3260_v1_2	206686
2008-01-01	2009-12-31	H3260_v1_3	206686
2010-01-01	2011-12-31	H3260_v1_4	206686
2012-01-01	2015-12-31	H3260_v1_5	206686
2016-01-01	2017-12-31	H3260_v1_6	206686
2018-01-01	2018-12-31	H3260_v1_7	206686
1899-01-01	2006-12-31	H3260_v1_0	206687
2007-01-01	2007-12-31	H3260_v1_2	206687
2008-01-01	2009-12-31	H3260_v1_3	206687
2010-01-01	2011-12-31	H3260_v1_4	206687
2012-01-01	2015-12-31	H3260_v1_5	206687
2016-01-01	2017-12-31	H3260_v1_6	206687
2018-01-01	2018-12-31	H3260_v1_7	206687
1899-01-01	2006-12-31	H3260_v1_0	206688
2007-01-01	2007-12-31	H3260_v1_2	206688
2008-01-01	2009-12-31	H3260_v1_3	206688
2010-01-01	2011-12-31	H3260_v1_4	206688
2012-01-01	2015-12-31	H3260_v1_5	206688
2016-01-01	2017-12-31	H3260_v1_6	206688
2018-01-01	2018-12-31	H3260_v1_7	206688
1899-01-01	2006-12-31	H3260_v1_0	206689
2007-01-01	2007-12-31	H3260_v1_2	206689
2008-01-01	2009-12-31	H3260_v1_3	206689
2010-01-01	2011-12-31	H3260_v1_4	206689
2012-01-01	2015-12-31	H3260_v1_5	206689
2016-01-01	2017-12-31	H3260_v1_6	206689
2018-01-01	2018-12-31	H3260_v1_7	206689
1899-01-01	2006-12-31	H3260_v1_0	206690
2007-01-01	2007-12-31	H3260_v1_2	206690
2008-01-01	2009-12-31	H3260_v1_3	206690
2010-01-01	2011-12-31	H3260_v1_4	206690
2012-01-01	2015-12-31	H3260_v1_5	206690
2016-01-01	2017-12-31	H3260_v1_6	206690
2018-01-01	2018-12-31	H3260_v1_7	206690
1899-01-01	2006-12-31	H3260_v1_0	206691
2007-01-01	2007-12-31	H3260_v1_2	206691
2008-01-01	2009-12-31	H3260_v1_3	206691
2010-01-01	2011-12-31	H3260_v1_4	206691
2012-01-01	2015-12-31	H3260_v1_5	206691
2016-01-01	2017-12-31	H3260_v1_6	206691
2018-01-01	2018-12-31	H3260_v1_7	206691
1899-01-01	2006-12-31	H3260_v1_0	206692
2007-01-01	2007-12-31	H3260_v1_2	206692
2008-01-01	2009-12-31	H3260_v1_3	206692
2010-01-01	2011-12-31	H3260_v1_4	206692
2012-01-01	2015-12-31	H3260_v1_5	206692
2016-01-01	2017-12-31	H3260_v1_6	206692
2018-01-01	2018-12-31	H3260_v1_7	206692
1899-01-01	2006-12-31	H3260_v1_0	206693
2007-01-01	2007-12-31	H3260_v1_2	206693
2008-01-01	2009-12-31	H3260_v1_3	206693
2010-01-01	2011-12-31	H3260_v1_4	206693
2012-01-01	2015-12-31	H3260_v1_5	206693
2016-01-01	2017-12-31	H3260_v1_6	206693
2018-01-01	2018-12-31	H3260_v1_7	206693
1899-01-01	2006-12-31	H3260_v1_0	206694
2007-01-01	2007-12-31	H3260_v1_2	206694
2008-01-01	2009-12-31	H3260_v1_3	206694
2010-01-01	2011-12-31	H3260_v1_4	206694
2012-01-01	2015-12-31	H3260_v1_5	206694
2016-01-01	2017-12-31	H3260_v1_6	206694
2018-01-01	2018-12-31	H3260_v1_7	206694
1899-01-01	2006-12-31	H3260_v1_0	206695
2007-01-01	2007-12-31	H3260_v1_2	206695
2008-01-01	2009-12-31	H3260_v1_3	206695
2010-01-01	2011-12-31	H3260_v1_4	206695
2012-01-01	2015-12-31	H3260_v1_5	206695
2016-01-01	2017-12-31	H3260_v1_6	206695
2018-01-01	2018-12-31	H3260_v1_7	206695
1899-01-01	2006-12-31	H3260_v1_0	206696
2007-01-01	2007-12-31	H3260_v1_2	206696
2008-01-01	2009-12-31	H3260_v1_3	206696
2010-01-01	2011-12-31	H3260_v1_4	206696
2012-01-01	2015-12-31	H3260_v1_5	206696
2016-01-01	2017-12-31	H3260_v1_6	206696
2018-01-01	2018-12-31	H3260_v1_7	206696
1899-01-01	2006-12-31	H3260_v1_0	206697
2007-01-01	2007-12-31	H3260_v1_2	206697
2008-01-01	2009-12-31	H3260_v1_3	206697
2010-01-01	2011-12-31	H3260_v1_4	206697
2012-01-01	2015-12-31	H3260_v1_5	206697
2016-01-01	2017-12-31	H3260_v1_6	206697
2018-01-01	2018-12-31	H3260_v1_7	206697
1899-01-01	2006-12-31	H3260_v1_0	206698
2007-01-01	2007-12-31	H3260_v1_2	206698
2008-01-01	2009-12-31	H3260_v1_3	206698
2010-01-01	2011-12-31	H3260_v1_4	206698
2012-01-01	2015-12-31	H3260_v1_5	206698
2016-01-01	2017-12-31	H3260_v1_6	206698
2018-01-01	2018-12-31	H3260_v1_7	206698
1899-01-01	2006-12-31	H3260_v1_0	206699
2007-01-01	2007-12-31	H3260_v1_2	206699
2008-01-01	2009-12-31	H3260_v1_3	206699
2010-01-01	2011-12-31	H3260_v1_4	206699
2012-01-01	2015-12-31	H3260_v1_5	206699
2016-01-01	2017-12-31	H3260_v1_6	206699
2018-01-01	2018-12-31	H3260_v1_7	206699
1899-01-01	2006-12-31	H3260_v1_0	206700
2007-01-01	2007-12-31	H3260_v1_2	206700
2008-01-01	2009-12-31	H3260_v1_3	206700
2010-01-01	2011-12-31	H3260_v1_4	206700
2012-01-01	2015-12-31	H3260_v1_5	206700
2016-01-01	2017-12-31	H3260_v1_6	206700
2018-01-01	2018-12-31	H3260_v1_7	206700
1899-01-01	2006-12-31	H3260_v1_0	206701
2007-01-01	2007-12-31	H3260_v1_2	206701
2008-01-01	2009-12-31	H3260_v1_3	206701
2010-01-01	2011-12-31	H3260_v1_4	206701
2012-01-01	2015-12-31	H3260_v1_5	206701
2016-01-01	2017-12-31	H3260_v1_6	206701
2018-01-01	2018-12-31	H3260_v1_7	206701
1899-01-01	2006-12-31	H3260_v1_0	206702
2007-01-01	2007-12-31	H3260_v1_2	206702
2008-01-01	2009-12-31	H3260_v1_3	206702
2010-01-01	2011-12-31	H3260_v1_4	206702
2012-01-01	2015-12-31	H3260_v1_5	206702
2016-01-01	2017-12-31	H3260_v1_6	206702
2018-01-01	2018-12-31	H3260_v1_7	206702
1899-01-01	2006-12-31	H3260_v1_0	206703
2007-01-01	2007-12-31	H3260_v1_2	206703
2008-01-01	2009-12-31	H3260_v1_3	206703
2010-01-01	2011-12-31	H3260_v1_4	206703
2012-01-01	2015-12-31	H3260_v1_5	206703
2016-01-01	2017-12-31	H3260_v1_6	206703
2018-01-01	2018-12-31	H3260_v1_7	206703
1899-01-01	2006-12-31	H3260_v1_0	206704
2007-01-01	2007-12-31	H3260_v1_2	206704
2008-01-01	2009-12-31	H3260_v1_3	206704
2010-01-01	2011-12-31	H3260_v1_4	206704
2012-01-01	2015-12-31	H3260_v1_5	206704
2016-01-01	2017-12-31	H3260_v1_6	206704
2018-01-01	2018-12-31	H3260_v1_7	206704
1899-01-01	2006-12-31	H3260_v1_0	206705
2007-01-01	2007-12-31	H3260_v1_2	206705
2008-01-01	2009-12-31	H3260_v1_3	206705
2010-01-01	2011-12-31	H3260_v1_4	206705
2012-01-01	2015-12-31	H3260_v1_5	206705
2016-01-01	2017-12-31	H3260_v1_6	206705
2018-01-01	2018-12-31	H3260_v1_7	206705
1899-01-01	2006-12-31	H3260_v1_0	206706
2007-01-01	2007-12-31	H3260_v1_2	206706
2008-01-01	2009-12-31	H3260_v1_3	206706
2010-01-01	2011-12-31	H3260_v1_4	206706
2012-01-01	2015-12-31	H3260_v1_5	206706
2016-01-01	2017-12-31	H3260_v1_6	206706
2018-01-01	2018-12-31	H3260_v1_7	206706
1899-01-01	2006-12-31	H3260_v1_0	206707
2007-01-01	2007-12-31	H3260_v1_2	206707
2008-01-01	2009-12-31	H3260_v1_3	206707
2010-01-01	2011-12-31	H3260_v1_4	206707
2012-01-01	2015-12-31	H3260_v1_5	206707
2016-01-01	2017-12-31	H3260_v1_6	206707
2018-01-01	2018-12-31	H3260_v1_7	206707
1899-01-01	2006-12-31	H3260_v1_0	206708
2007-01-01	2007-12-31	H3260_v1_2	206708
2008-01-01	2009-12-31	H3260_v1_3	206708
2010-01-01	2011-12-31	H3260_v1_4	206708
2012-01-01	2015-12-31	H3260_v1_5	206708
2016-01-01	2017-12-31	H3260_v1_6	206708
2018-01-01	2018-12-31	H3260_v1_7	206708
1899-01-01	2006-12-31	H3260_v1_0	206709
2007-01-01	2007-12-31	H3260_v1_2	206709
2008-01-01	2009-12-31	H3260_v1_3	206709
2010-01-01	2011-12-31	H3260_v1_4	206709
2012-01-01	2015-12-31	H3260_v1_5	206709
2016-01-01	2017-12-31	H3260_v1_6	206709
2018-01-01	2018-12-31	H3260_v1_7	206709
1899-01-01	2006-12-31	H3260_v1_0	206710
2007-01-01	2007-12-31	H3260_v1_2	206710
2008-01-01	2009-12-31	H3260_v1_3	206710
2010-01-01	2011-12-31	H3260_v1_4	206710
