period_min	period_max	source	rank
1899-01-01	2006-12-31	H3260_v1_0	39370
2007-01-01	2007-12-31	H3260_v1_2	39370
2008-01-01	2009-12-31	H3260_v1_3	39370
2010-01-01	2011-12-31	H3260_v1_4	39370
2012-01-01	2015-12-31	H3260_v1_5	39370
2016-01-01	2017-12-31	H3260_v1_6	39370
2018-01-01	2018-12-31	H3260_v1_7	39370
1899-01-01	2006-12-31	H3260_v1_0	39371
2007-01-01	2007-12-31	H3260_v1_2	39371
2008-01-01	2009-12-31	H3260_v1_3	39371
2010-01-01	2011-12-31	H3260_v1_4	39371
2012-01-01	2015-12-31	H3260_v1_5	39371
2016-01-01	2017-12-31	H3260_v1_6	39371
2018-01-01	2018-12-31	H3260_v1_7	39371
2010-01-01	2011-12-31	H3260_v1_4	39372
2012-01-01	2015-12-31	H3260_v1_5	39372
2016-01-01	2017-12-31	H3260_v1_6	39372
2018-01-01	2018-12-31	H3260_v1_7	39372
2010-01-01	2011-12-31	H3260_v1_4	39373
2012-01-01	2015-12-31	H3260_v1_5	39373
2016-01-01	2017-12-31	H3260_v1_6	39373
2018-01-01	2018-12-31	H3260_v1_7	39373
2010-01-01	2011-12-31	H3260_v1_4	39374
2012-01-01	2015-12-31	H3260_v1_5	39374
2016-01-01	2017-12-31	H3260_v1_6	39374
2018-01-01	2018-12-31	H3260_v1_7	39374
2010-01-01	2011-12-31	H3260_v1_4	39375
2012-01-01	2015-12-31	H3260_v1_5	39375
2016-01-01	2017-12-31	H3260_v1_6	39375
2018-01-01	2018-12-31	H3260_v1_7	39375
2010-01-01	2011-12-31	H3260_v1_4	39376
2012-01-01	2015-12-31	H3260_v1_5	39376
2016-01-01	2017-12-31	H3260_v1_6	39376
2018-01-01	2018-12-31	H3260_v1_7	39376
2010-01-01	2011-12-31	H3260_v1_4	39377
2012-01-01	2015-12-31	H3260_v1_5	39377
2016-01-01	2017-12-31	H3260_v1_6	39377
2018-01-01	2018-12-31	H3260_v1_7	39377
2010-01-01	2011-12-31	H3260_v1_4	39378
2012-01-01	2015-12-31	H3260_v1_5	39378
2016-01-01	2017-12-31	H3260_v1_6	39378
2018-01-01	2018-12-31	H3260_v1_7	39378
2010-01-01	2011-12-31	H3260_v1_4	39379
2012-01-01	2015-12-31	H3260_v1_5	39379
2016-01-01	2017-12-31	H3260_v1_6	39379
2018-01-01	2018-12-31	H3260_v1_7	39379
2010-01-01	2011-12-31	H3260_v1_4	39380
2012-01-01	2015-12-31	H3260_v1_5	39380
2016-01-01	2017-12-31	H3260_v1_6	39380
2018-01-01	2018-12-31	H3260_v1_7	39380
2010-01-01	2011-12-31	H3260_v1_4	39381
2012-01-01	2015-12-31	H3260_v1_5	39381
2016-01-01	2017-12-31	H3260_v1_6	39381
2018-01-01	2018-12-31	H3260_v1_7	39381
2010-01-01	2011-12-31	H3260_v1_4	39382
2012-01-01	2015-12-31	H3260_v1_5	39382
2016-01-01	2017-12-31	H3260_v1_6	39382
2018-01-01	2018-12-31	H3260_v1_7	39382
2010-01-01	2011-12-31	H3260_v1_4	39383
2012-01-01	2015-12-31	H3260_v1_5	39383
2016-01-01	2017-12-31	H3260_v1_6	39383
2018-01-01	2018-12-31	H3260_v1_7	39383
2010-01-01	2011-12-31	H3260_v1_4	39384
2012-01-01	2015-12-31	H3260_v1_5	39384
2016-01-01	2017-12-31	H3260_v1_6	39384
2018-01-01	2018-12-31	H3260_v1_7	39384
2010-01-01	2011-12-31	H3260_v1_4	39385
2012-01-01	2015-12-31	H3260_v1_5	39385
2016-01-01	2017-12-31	H3260_v1_6	39385
2018-01-01	2018-12-31	H3260_v1_7	39385
2010-01-01	2011-12-31	H3260_v1_4	39386
2012-01-01	2015-12-31	H3260_v1_5	39386
2016-01-01	2017-12-31	H3260_v1_6	39386
2018-01-01	2018-12-31	H3260_v1_7	39386
2010-01-01	2011-12-31	H3260_v1_4	39387
2012-01-01	2015-12-31	H3260_v1_5	39387
2016-01-01	2017-12-31	H3260_v1_6	39387
2018-01-01	2018-12-31	H3260_v1_7	39387
2010-01-01	2011-12-31	H3260_v1_4	39388
2012-01-01	2015-12-31	H3260_v1_5	39388
2016-01-01	2017-12-31	H3260_v1_6	39388
2018-01-01	2018-12-31	H3260_v1_7	39388
2010-01-01	2011-12-31	H3260_v1_4	39389
2012-01-01	2015-12-31	H3260_v1_5	39389
2016-01-01	2017-12-31	H3260_v1_6	39389
2018-01-01	2018-12-31	H3260_v1_7	39389
2010-01-01	2011-12-31	H3260_v1_4	39390
2012-01-01	2015-12-31	H3260_v1_5	39390
2016-01-01	2017-12-31	H3260_v1_6	39390
2018-01-01	2018-12-31	H3260_v1_7	39390
2010-01-01	2011-12-31	H3260_v1_4	39391
2012-01-01	2015-12-31	H3260_v1_5	39391
2016-01-01	2017-12-31	H3260_v1_6	39391
2018-01-01	2018-12-31	H3260_v1_7	39391
2010-01-01	2011-12-31	H3260_v1_4	39392
2012-01-01	2015-12-31	H3260_v1_5	39392
2016-01-01	2017-12-31	H3260_v1_6	39392
2018-01-01	2018-12-31	H3260_v1_7	39392
2010-01-01	2011-12-31	H3260_v1_4	39393
2012-01-01	2015-12-31	H3260_v1_5	39393
2016-01-01	2017-12-31	H3260_v1_6	39393
2018-01-01	2018-12-31	H3260_v1_7	39393
2010-01-01	2011-12-31	H3260_v1_4	39394
2012-01-01	2015-12-31	H3260_v1_5	39394
2016-01-01	2017-12-31	H3260_v1_6	39394
2018-01-01	2018-12-31	H3260_v1_7	39394
2010-01-01	2011-12-31	H3260_v1_4	39395
2012-01-01	2015-12-31	H3260_v1_5	39395
2016-01-01	2017-12-31	H3260_v1_6	39395
2018-01-01	2018-12-31	H3260_v1_7	39395
2010-01-01	2011-12-31	H3260_v1_4	39396
2012-01-01	2015-12-31	H3260_v1_5	39396
2016-01-01	2017-12-31	H3260_v1_6	39396
2018-01-01	2018-12-31	H3260_v1_7	39396
2010-01-01	2011-12-31	H3260_v1_4	39397
2012-01-01	2015-12-31	H3260_v1_5	39397
2016-01-01	2017-12-31	H3260_v1_6	39397
2018-01-01	2018-12-31	H3260_v1_7	39397
2010-01-01	2011-12-31	H3260_v1_4	39398
2012-01-01	2015-12-31	H3260_v1_5	39398
2016-01-01	2017-12-31	H3260_v1_6	39398
2018-01-01	2018-12-31	H3260_v1_7	39398
2010-01-01	2011-12-31	H3260_v1_4	39399
2012-01-01	2015-12-31	H3260_v1_5	39399
2016-01-01	2017-12-31	H3260_v1_6	39399
2018-01-01	2018-12-31	H3260_v1_7	39399
2010-01-01	2011-12-31	H3260_v1_4	39400
2012-01-01	2015-12-31	H3260_v1_5	39400
2016-01-01	2017-12-31	H3260_v1_6	39400
2018-01-01	2018-12-31	H3260_v1_7	39400
2012-01-01	2015-12-31	H3260_v1_5	39401
2018-01-01	2018-12-31	H3260_v1_7	39401
2012-01-01	2015-12-31	H3260_v1_5	39402
2018-01-01	2018-12-31	H3260_v1_7	39402
2012-01-01	2015-12-31	H3260_v1_5	39403
2018-01-01	2018-12-31	H3260_v1_7	39403
2012-01-01	2015-12-31	H3260_v1_5	39404
2018-01-01	2018-12-31	H3260_v1_7	39404
2012-01-01	2015-12-31	H3260_v1_5	39405
2018-01-01	2018-12-31	H3260_v1_7	39405
2012-01-01	2015-12-31	H3260_v1_5	39406
2018-01-01	2018-12-31	H3260_v1_7	39406
2012-01-01	2015-12-31	H3260_v1_5	39407
2018-01-01	2018-12-31	H3260_v1_7	39407
2012-01-01	2015-12-31	H3260_v1_5	39408
2018-01-01	2018-12-31	H3260_v1_7	39408
2012-01-01	2015-12-31	H3260_v1_5	39409
2018-01-01	2018-12-31	H3260_v1_7	39409
2012-01-01	2015-12-31	H3260_v1_5	39410
2018-01-01	2018-12-31	H3260_v1_7	39410
2012-01-01	2015-12-31	H3260_v1_5	39411
2018-01-01	2018-12-31	H3260_v1_7	39411
2012-01-01	2015-12-31	H3260_v1_5	39412
2018-01-01	2018-12-31	H3260_v1_7	39412
2012-01-01	2015-12-31	H3260_v1_5	39413
2018-01-01	2018-12-31	H3260_v1_7	39413
2012-01-01	2015-12-31	H3260_v1_5	39414
2018-01-01	2018-12-31	H3260_v1_7	39414
2012-01-01	2015-12-31	H3260_v1_5	39415
2018-01-01	2018-12-31	H3260_v1_7	39415
2012-01-01	2015-12-31	H3260_v1_5	39416
2018-01-01	2018-12-31	H3260_v1_7	39416
2012-01-01	2015-12-31	H3260_v1_5	39417
2018-01-01	2018-12-31	H3260_v1_7	39417
2012-01-01	2015-12-31	H3260_v1_5	39418
2018-01-01	2018-12-31	H3260_v1_7	39418
2012-01-01	2015-12-31	H3260_v1_5	39419
2018-01-01	2018-12-31	H3260_v1_7	39419
2012-01-01	2015-12-31	H3260_v1_5	39420
2018-01-01	2018-12-31	H3260_v1_7	39420
2012-01-01	2015-12-31	H3260_v1_5	39421
2018-01-01	2018-12-31	H3260_v1_7	39421
2012-01-01	2015-12-31	H3260_v1_5	39422
2018-01-01	2018-12-31	H3260_v1_7	39422
2012-01-01	2015-12-31	H3260_v1_5	39423
2018-01-01	2018-12-31	H3260_v1_7	39423
2012-01-01	2015-12-31	H3260_v1_5	39424
2018-01-01	2018-12-31	H3260_v1_7	39424
1899-01-01	2006-12-31	H3260_v1_0	39425
2007-01-01	2007-12-31	H3260_v1_2	39425
2008-01-01	2009-12-31	H3260_v1_3	39425
2010-01-01	2011-12-31	H3260_v1_4	39425
2012-01-01	2015-12-31	H3260_v1_5	39425
2016-01-01	2017-12-31	H3260_v1_6	39425
2018-01-01	2018-12-31	H3260_v1_7	39425
1899-01-01	2006-12-31	H3260_v1_0	39426
2007-01-01	2007-12-31	H3260_v1_2	39426
2008-01-01	2009-12-31	H3260_v1_3	39426
2010-01-01	2011-12-31	H3260_v1_4	39426
2012-01-01	2015-12-31	H3260_v1_5	39426
2016-01-01	2017-12-31	H3260_v1_6	39426
2018-01-01	2018-12-31	H3260_v1_7	39426
1899-01-01	2006-12-31	H3260_v1_0	39427
2007-01-01	2007-12-31	H3260_v1_2	39427
2008-01-01	2009-12-31	H3260_v1_3	39427
2010-01-01	2011-12-31	H3260_v1_4	39427
2012-01-01	2015-12-31	H3260_v1_5	39427
2016-01-01	2017-12-31	H3260_v1_6	39427
2018-01-01	2018-12-31	H3260_v1_7	39427
1899-01-01	2006-12-31	H3260_v1_0	39428
2007-01-01	2007-12-31	H3260_v1_2	39428
2008-01-01	2009-12-31	H3260_v1_3	39428
2010-01-01	2011-12-31	H3260_v1_4	39428
2012-01-01	2015-12-31	H3260_v1_5	39428
2016-01-01	2017-12-31	H3260_v1_6	39428
2018-01-01	2018-12-31	H3260_v1_7	39428
1899-01-01	2006-12-31	H3260_v1_0	39429
2007-01-01	2007-12-31	H3260_v1_2	39429
2008-01-01	2009-12-31	H3260_v1_3	39429
2010-01-01	2011-12-31	H3260_v1_4	39429
2012-01-01	2015-12-31	H3260_v1_5	39429
2016-01-01	2017-12-31	H3260_v1_6	39429
2018-01-01	2018-12-31	H3260_v1_7	39429
1899-01-01	2006-12-31	H3260_v1_0	39430
2007-01-01	2007-12-31	H3260_v1_2	39430
2008-01-01	2009-12-31	H3260_v1_3	39430
2010-01-01	2011-12-31	H3260_v1_4	39430
2012-01-01	2015-12-31	H3260_v1_5	39430
2016-01-01	2017-12-31	H3260_v1_6	39430
2018-01-01	2018-12-31	H3260_v1_7	39430
1899-01-01	2006-12-31	H3260_v1_0	39431
2007-01-01	2007-12-31	H3260_v1_2	39431
2008-01-01	2009-12-31	H3260_v1_3	39431
2010-01-01	2011-12-31	H3260_v1_4	39431
2012-01-01	2015-12-31	H3260_v1_5	39431
2016-01-01	2017-12-31	H3260_v1_6	39431
2018-01-01	2018-12-31	H3260_v1_7	39431
1899-01-01	2006-12-31	H3260_v1_0	39432
2007-01-01	2007-12-31	H3260_v1_2	39432
2008-01-01	2009-12-31	H3260_v1_3	39432
2010-01-01	2011-12-31	H3260_v1_4	39432
2012-01-01	2015-12-31	H3260_v1_5	39432
2016-01-01	2017-12-31	H3260_v1_6	39432
2018-01-01	2018-12-31	H3260_v1_7	39432
1899-01-01	2006-12-31	H3260_v1_0	39433
2007-01-01	2007-12-31	H3260_v1_2	39433
2008-01-01	2009-12-31	H3260_v1_3	39433
2010-01-01	2011-12-31	H3260_v1_4	39433
2012-01-01	2015-12-31	H3260_v1_5	39433
2016-01-01	2017-12-31	H3260_v1_6	39433
2018-01-01	2018-12-31	H3260_v1_7	39433
1899-01-01	2006-12-31	H3260_v1_0	39434
2007-01-01	2007-12-31	H3260_v1_2	39434
2008-01-01	2009-12-31	H3260_v1_3	39434
2010-01-01	2011-12-31	H3260_v1_4	39434
2012-01-01	2015-12-31	H3260_v1_5	39434
2016-01-01	2017-12-31	H3260_v1_6	39434
2018-01-01	2018-12-31	H3260_v1_7	39434
1899-01-01	2006-12-31	H3260_v1_0	39435
2007-01-01	2007-12-31	H3260_v1_2	39435
2008-01-01	2009-12-31	H3260_v1_3	39435
2010-01-01	2011-12-31	H3260_v1_4	39435
2012-01-01	2015-12-31	H3260_v1_5	39435
2016-01-01	2017-12-31	H3260_v1_6	39435
2018-01-01	2018-12-31	H3260_v1_7	39435
1899-01-01	2006-12-31	H3260_v1_0	39436
2007-01-01	2007-12-31	H3260_v1_2	39436
2008-01-01	2009-12-31	H3260_v1_3	39436
2010-01-01	2011-12-31	H3260_v1_4	39436
2012-01-01	2015-12-31	H3260_v1_5	39436
2016-01-01	2017-12-31	H3260_v1_6	39436
2018-01-01	2018-12-31	H3260_v1_7	39436
1899-01-01	2006-12-31	H3260_v1_0	39437
2007-01-01	2007-12-31	H3260_v1_2	39437
2008-01-01	2009-12-31	H3260_v1_3	39437
2010-01-01	2011-12-31	H3260_v1_4	39437
2012-01-01	2015-12-31	H3260_v1_5	39437
2016-01-01	2017-12-31	H3260_v1_6	39437
2018-01-01	2018-12-31	H3260_v1_7	39437
1899-01-01	2006-12-31	H3260_v1_0	39438
2007-01-01	2007-12-31	H3260_v1_2	39438
2008-01-01	2009-12-31	H3260_v1_3	39438
2010-01-01	2011-12-31	H3260_v1_4	39438
2012-01-01	2015-12-31	H3260_v1_5	39438
2016-01-01	2017-12-31	H3260_v1_6	39438
2018-01-01	2018-12-31	H3260_v1_7	39438
1899-01-01	2006-12-31	H3260_v1_0	39439
2007-01-01	2007-12-31	H3260_v1_2	39439
2008-01-01	2009-12-31	H3260_v1_3	39439
2010-01-01	2011-12-31	H3260_v1_4	39439
2012-01-01	2015-12-31	H3260_v1_5	39439
2016-01-01	2017-12-31	H3260_v1_6	39439
2018-01-01	2018-12-31	H3260_v1_7	39439
1899-01-01	2006-12-31	H3260_v1_0	39440
2007-01-01	2007-12-31	H3260_v1_2	39440
2008-01-01	2009-12-31	H3260_v1_3	39440
2010-01-01	2011-12-31	H3260_v1_4	39440
2012-01-01	2015-12-31	H3260_v1_5	39440
2016-01-01	2017-12-31	H3260_v1_6	39440
2018-01-01	2018-12-31	H3260_v1_7	39440
1899-01-01	2006-12-31	H3260_v1_0	39441
2007-01-01	2007-12-31	H3260_v1_2	39441
2008-01-01	2009-12-31	H3260_v1_3	39441
2010-01-01	2011-12-31	H3260_v1_4	39441
2012-01-01	2015-12-31	H3260_v1_5	39441
2016-01-01	2017-12-31	H3260_v1_6	39441
2018-01-01	2018-12-31	H3260_v1_7	39441
1899-01-01	2006-12-31	H3260_v1_0	39442
2007-01-01	2007-12-31	H3260_v1_2	39442
2008-01-01	2009-12-31	H3260_v1_3	39442
2010-01-01	2011-12-31	H3260_v1_4	39442
2012-01-01	2015-12-31	H3260_v1_5	39442
2016-01-01	2017-12-31	H3260_v1_6	39442
2018-01-01	2018-12-31	H3260_v1_7	39442
1899-01-01	2006-12-31	H3260_v1_0	39443
2007-01-01	2007-12-31	H3260_v1_2	39443
2008-01-01	2009-12-31	H3260_v1_3	39443
2010-01-01	2011-12-31	H3260_v1_4	39443
2012-01-01	2015-12-31	H3260_v1_5	39443
2016-01-01	2017-12-31	H3260_v1_6	39443
2018-01-01	2018-12-31	H3260_v1_7	39443
1899-01-01	2006-12-31	H3260_v1_0	39444
2007-01-01	2007-12-31	H3260_v1_2	39444
2008-01-01	2009-12-31	H3260_v1_3	39444
2010-01-01	2011-12-31	H3260_v1_4	39444
2012-01-01	2015-12-31	H3260_v1_5	39444
2016-01-01	2017-12-31	H3260_v1_6	39444
2018-01-01	2018-12-31	H3260_v1_7	39444
1899-01-01	2006-12-31	H3260_v1_0	39445
2007-01-01	2007-12-31	H3260_v1_2	39445
2008-01-01	2009-12-31	H3260_v1_3	39445
2010-01-01	2011-12-31	H3260_v1_4	39445
2012-01-01	2015-12-31	H3260_v1_5	39445
2016-01-01	2017-12-31	H3260_v1_6	39445
2018-01-01	2018-12-31	H3260_v1_7	39445
1899-01-01	2006-12-31	H3260_v1_0	39446
2007-01-01	2007-12-31	H3260_v1_2	39446
2008-01-01	2009-12-31	H3260_v1_3	39446
2010-01-01	2011-12-31	H3260_v1_4	39446
2012-01-01	2015-12-31	H3260_v1_5	39446
2016-01-01	2017-12-31	H3260_v1_6	39446
2018-01-01	2018-12-31	H3260_v1_7	39446
1899-01-01	2006-12-31	H3260_v1_0	39447
2007-01-01	2007-12-31	H3260_v1_2	39447
2008-01-01	2009-12-31	H3260_v1_3	39447
2010-01-01	2011-12-31	H3260_v1_4	39447
2012-01-01	2015-12-31	H3260_v1_5	39447
2016-01-01	2017-12-31	H3260_v1_6	39447
2018-01-01	2018-12-31	H3260_v1_7	39447
1899-01-01	2006-12-31	H3260_v1_0	39448
2007-01-01	2007-12-31	H3260_v1_2	39448
2008-01-01	2009-12-31	H3260_v1_3	39448
2010-01-01	2011-12-31	H3260_v1_4	39448
2012-01-01	2015-12-31	H3260_v1_5	39448
2016-01-01	2017-12-31	H3260_v1_6	39448
2018-01-01	2018-12-31	H3260_v1_7	39448
1899-01-01	2006-12-31	H3260_v1_0	39449
2007-01-01	2007-12-31	H3260_v1_2	39449
2008-01-01	2009-12-31	H3260_v1_3	39449
2010-01-01	2011-12-31	H3260_v1_4	39449
2012-01-01	2015-12-31	H3260_v1_5	39449
2016-01-01	2017-12-31	H3260_v1_6	39449
2018-01-01	2018-12-31	H3260_v1_7	39449
1899-01-01	2006-12-31	H3260_v1_0	39450
2007-01-01	2007-12-31	H3260_v1_2	39450
2008-01-01	2009-12-31	H3260_v1_3	39450
2010-01-01	2011-12-31	H3260_v1_4	39450
2012-01-01	2015-12-31	H3260_v1_5	39450
2016-01-01	2017-12-31	H3260_v1_6	39450
2018-01-01	2018-12-31	H3260_v1_7	39450
1899-01-01	2006-12-31	H3260_v1_0	39451
2007-01-01	2007-12-31	H3260_v1_2	39451
2008-01-01	2009-12-31	H3260_v1_3	39451
2010-01-01	2011-12-31	H3260_v1_4	39451
2012-01-01	2015-12-31	H3260_v1_5	39451
2016-01-01	2017-12-31	H3260_v1_6	39451
2018-01-01	2018-12-31	H3260_v1_7	39451
1899-01-01	2006-12-31	H3260_v1_0	39452
2007-01-01	2007-12-31	H3260_v1_2	39452
2008-01-01	2009-12-31	H3260_v1_3	39452
2010-01-01	2011-12-31	H3260_v1_4	39452
2012-01-01	2015-12-31	H3260_v1_5	39452
2016-01-01	2017-12-31	H3260_v1_6	39452
2018-01-01	2018-12-31	H3260_v1_7	39452
1899-01-01	2006-12-31	H3260_v1_0	39453
2007-01-01	2007-12-31	H3260_v1_2	39453
2008-01-01	2009-12-31	H3260_v1_3	39453
2010-01-01	2011-12-31	H3260_v1_4	39453
2012-01-01	2015-12-31	H3260_v1_5	39453
2016-01-01	2017-12-31	H3260_v1_6	39453
2018-01-01	2018-12-31	H3260_v1_7	39453
1899-01-01	2006-12-31	H3260_v1_0	39454
2007-01-01	2007-12-31	H3260_v1_2	39454
2008-01-01	2009-12-31	H3260_v1_3	39454
2010-01-01	2011-12-31	H3260_v1_4	39454
2012-01-01	2015-12-31	H3260_v1_5	39454
2016-01-01	2017-12-31	H3260_v1_6	39454
2018-01-01	2018-12-31	H3260_v1_7	39454
1899-01-01	2006-12-31	H3260_v1_0	39455
2007-01-01	2007-12-31	H3260_v1_2	39455
2008-01-01	2009-12-31	H3260_v1_3	39455
2010-01-01	2011-12-31	H3260_v1_4	39455
2012-01-01	2015-12-31	H3260_v1_5	39455
2016-01-01	2017-12-31	H3260_v1_6	39455
2018-01-01	2018-12-31	H3260_v1_7	39455
1899-01-01	2006-12-31	H3260_v1_0	39456
2007-01-01	2007-12-31	H3260_v1_2	39456
2008-01-01	2009-12-31	H3260_v1_3	39456
2010-01-01	2011-12-31	H3260_v1_4	39456
2012-01-01	2015-12-31	H3260_v1_5	39456
2016-01-01	2017-12-31	H3260_v1_6	39456
2018-01-01	2018-12-31	H3260_v1_7	39456
1899-01-01	2006-12-31	H3260_v1_0	39457
2007-01-01	2007-12-31	H3260_v1_2	39457
2008-01-01	2009-12-31	H3260_v1_3	39457
2010-01-01	2011-12-31	H3260_v1_4	39457
2012-01-01	2015-12-31	H3260_v1_5	39457
2016-01-01	2017-12-31	H3260_v1_6	39457
2018-01-01	2018-12-31	H3260_v1_7	39457
1899-01-01	2006-12-31	H3260_v1_0	39458
2007-01-01	2007-12-31	H3260_v1_2	39458
2008-01-01	2009-12-31	H3260_v1_3	39458
2010-01-01	2011-12-31	H3260_v1_4	39458
2012-01-01	2015-12-31	H3260_v1_5	39458
2016-01-01	2017-12-31	H3260_v1_6	39458
2018-01-01	2018-12-31	H3260_v1_7	39458
1899-01-01	2006-12-31	H3260_v1_0	39459
2007-01-01	2007-12-31	H3260_v1_2	39459
2008-01-01	2009-12-31	H3260_v1_3	39459
2010-01-01	2011-12-31	H3260_v1_4	39459
2012-01-01	2015-12-31	H3260_v1_5	39459
2016-01-01	2017-12-31	H3260_v1_6	39459
2018-01-01	2018-12-31	H3260_v1_7	39459
1899-01-01	2006-12-31	H3260_v1_0	39460
2007-01-01	2007-12-31	H3260_v1_2	39460
2008-01-01	2009-12-31	H3260_v1_3	39460
2010-01-01	2011-12-31	H3260_v1_4	39460
2012-01-01	2015-12-31	H3260_v1_5	39460
2016-01-01	2017-12-31	H3260_v1_6	39460
2018-01-01	2018-12-31	H3260_v1_7	39460
1899-01-01	2006-12-31	H3260_v1_0	39461
2007-01-01	2007-12-31	H3260_v1_2	39461
2008-01-01	2009-12-31	H3260_v1_3	39461
2010-01-01	2011-12-31	H3260_v1_4	39461
2012-01-01	2015-12-31	H3260_v1_5	39461
2016-01-01	2017-12-31	H3260_v1_6	39461
2018-01-01	2018-12-31	H3260_v1_7	39461
1899-01-01	2006-12-31	H3260_v1_0	39462
2007-01-01	2007-12-31	H3260_v1_2	39462
2008-01-01	2009-12-31	H3260_v1_3	39462
2010-01-01	2011-12-31	H3260_v1_4	39462
2012-01-01	2015-12-31	H3260_v1_5	39462
2016-01-01	2017-12-31	H3260_v1_6	39462
2018-01-01	2018-12-31	H3260_v1_7	39462
1899-01-01	2006-12-31	H3260_v1_0	39463
2007-01-01	2007-12-31	H3260_v1_2	39463
2008-01-01	2009-12-31	H3260_v1_3	39463
2010-01-01	2011-12-31	H3260_v1_4	39463
2012-01-01	2015-12-31	H3260_v1_5	39463
2016-01-01	2017-12-31	H3260_v1_6	39463
2018-01-01	2018-12-31	H3260_v1_7	39463
1899-01-01	2006-12-31	H3260_v1_0	39464
2007-01-01	2007-12-31	H3260_v1_2	39464
2008-01-01	2009-12-31	H3260_v1_3	39464
2010-01-01	2011-12-31	H3260_v1_4	39464
2012-01-01	2015-12-31	H3260_v1_5	39464
2016-01-01	2017-12-31	H3260_v1_6	39464
2018-01-01	2018-12-31	H3260_v1_7	39464
1899-01-01	2006-12-31	H3260_v1_0	39465
2007-01-01	2007-12-31	H3260_v1_2	39465
2008-01-01	2009-12-31	H3260_v1_3	39465
2010-01-01	2011-12-31	H3260_v1_4	39465
2012-01-01	2015-12-31	H3260_v1_5	39465
2016-01-01	2017-12-31	H3260_v1_6	39465
2018-01-01	2018-12-31	H3260_v1_7	39465
1899-01-01	2006-12-31	H3260_v1_0	39466
2007-01-01	2007-12-31	H3260_v1_2	39466
2008-01-01	2009-12-31	H3260_v1_3	39466
2010-01-01	2011-12-31	H3260_v1_4	39466
2012-01-01	2015-12-31	H3260_v1_5	39466
2016-01-01	2017-12-31	H3260_v1_6	39466
2018-01-01	2018-12-31	H3260_v1_7	39466
1899-01-01	2006-12-31	H3260_v1_0	39467
2007-01-01	2007-12-31	H3260_v1_2	39467
2008-01-01	2009-12-31	H3260_v1_3	39467
2010-01-01	2011-12-31	H3260_v1_4	39467
2012-01-01	2015-12-31	H3260_v1_5	39467
2016-01-01	2017-12-31	H3260_v1_6	39467
2018-01-01	2018-12-31	H3260_v1_7	39467
1899-01-01	2006-12-31	H3260_v1_0	39468
2007-01-01	2007-12-31	H3260_v1_2	39468
2008-01-01	2009-12-31	H3260_v1_3	39468
2010-01-01	2011-12-31	H3260_v1_4	39468
2012-01-01	2015-12-31	H3260_v1_5	39468
2016-01-01	2017-12-31	H3260_v1_6	39468
2018-01-01	2018-12-31	H3260_v1_7	39468
1899-01-01	2006-12-31	H3260_v1_0	39469
2007-01-01	2007-12-31	H3260_v1_2	39469
2008-01-01	2009-12-31	H3260_v1_3	39469
2010-01-01	2011-12-31	H3260_v1_4	39469
2012-01-01	2015-12-31	H3260_v1_5	39469
2016-01-01	2017-12-31	H3260_v1_6	39469
2018-01-01	2018-12-31	H3260_v1_7	39469
1899-01-01	2006-12-31	H3260_v1_0	39470
2007-01-01	2007-12-31	H3260_v1_2	39470
2008-01-01	2009-12-31	H3260_v1_3	39470
2010-01-01	2011-12-31	H3260_v1_4	39470
2012-01-01	2015-12-31	H3260_v1_5	39470
2016-01-01	2017-12-31	H3260_v1_6	39470
2018-01-01	2018-12-31	H3260_v1_7	39470
1899-01-01	2006-12-31	H3260_v1_0	39471
2007-01-01	2007-12-31	H3260_v1_2	39471
2008-01-01	2009-12-31	H3260_v1_3	39471
2010-01-01	2011-12-31	H3260_v1_4	39471
2012-01-01	2015-12-31	H3260_v1_5	39471
2016-01-01	2017-12-31	H3260_v1_6	39471
2018-01-01	2018-12-31	H3260_v1_7	39471
1899-01-01	2006-12-31	H3260_v1_0	39472
2007-01-01	2007-12-31	H3260_v1_2	39472
2008-01-01	2009-12-31	H3260_v1_3	39472
2010-01-01	2011-12-31	H3260_v1_4	39472
2012-01-01	2015-12-31	H3260_v1_5	39472
2016-01-01	2017-12-31	H3260_v1_6	39472
2018-01-01	2018-12-31	H3260_v1_7	39472
1899-01-01	2006-12-31	H3260_v1_0	39473
2007-01-01	2007-12-31	H3260_v1_2	39473
2008-01-01	2009-12-31	H3260_v1_3	39473
2010-01-01	2011-12-31	H3260_v1_4	39473
2012-01-01	2015-12-31	H3260_v1_5	39473
2016-01-01	2017-12-31	H3260_v1_6	39473
2018-01-01	2018-12-31	H3260_v1_7	39473
1899-01-01	2006-12-31	H3260_v1_0	39474
2007-01-01	2007-12-31	H3260_v1_2	39474
2008-01-01	2009-12-31	H3260_v1_3	39474
2010-01-01	2011-12-31	H3260_v1_4	39474
2012-01-01	2015-12-31	H3260_v1_5	39474
2016-01-01	2017-12-31	H3260_v1_6	39474
2018-01-01	2018-12-31	H3260_v1_7	39474
1899-01-01	2006-12-31	H3260_v1_0	39475
2007-01-01	2007-12-31	H3260_v1_2	39475
2008-01-01	2009-12-31	H3260_v1_3	39475
2010-01-01	2011-12-31	H3260_v1_4	39475
2012-01-01	2015-12-31	H3260_v1_5	39475
2016-01-01	2017-12-31	H3260_v1_6	39475
2018-01-01	2018-12-31	H3260_v1_7	39475
1899-01-01	2006-12-31	H3260_v1_0	39476
2007-01-01	2007-12-31	H3260_v1_2	39476
