polygon_legacyid,x,y,annotation,ranknr,active_in_db_from,active_in_db_till
NA,65181.3927,224203.0903,WV_ZEB_001,1058,2018-11-12,2018-12-14
NA,65559.6947,224346.389,WV_ZEB_003,1057,2018-11-12,2018-12-14
NA,65703.5364,224411.263,WV_ZEB_004,1235,2018-11-12,2018-12-14
NA,66551.1325,224715.7886,WV_ZEB_007,1234,2018-11-12,2018-12-14
NA,68778.8657,220698.0427,ecruppia,14,2018-10-17,2018-12-14
NA,68778.8657,220698.0427,ecruppia,14,2018-12-14,2018-12-14
NA,68778.8657,220698.0427,ecruppia,14,2018-12-14,9999-12-31
NA,68808.8277,220652.6055,ec ruppia,7,2018-10-17,2018-12-14
NA,68808.8277,220652.6055,ec ruppia,7,2018-12-14,2018-12-14
NA,68808.8277,220652.6055,ec ruppia,7,2018-12-14,9999-12-31
NA,68811.4991,220763.2911,ec ruppia,13,2018-10-17,2018-12-14
NA,68811.4991,220763.2911,ec ruppia,13,2018-12-14,2018-12-14
NA,68811.4991,220763.2911,ec ruppia,13,2018-12-14,9999-12-31
NA,68840.7291,220648.0022,ec ruppia,8,2018-10-17,2018-12-14
NA,68846.8401,220622.9134,ecruppia,9,2018-10-17,2018-12-14
NA,68846.8401,220622.9134,ecruppia,9,2018-12-14,2018-12-14
NA,68846.8401,220622.9134,ecruppia,9,2018-12-14,9999-12-31
NA,68850.3763,220718.3174,EC ruppia,1,2018-10-17,2018-12-14
NA,68854.3529,220614.6568,ecruppia,10,2018-10-17,2018-12-14
NA,68854.3529,220614.6568,ecruppia,10,2018-12-14,2018-12-14
NA,68854.3529,220614.6568,ecruppia,10,2018-12-14,9999-12-31
NA,68862.4244,220738.5509,echt ruppia,2,2018-10-17,2018-12-14
NA,68862.8545,220631.5837,ecruppia,6,2018-10-17,2018-12-14
NA,68862.8545,220631.5837,ecruppia,6,2018-12-14,2018-12-14
NA,68862.8545,220631.5837,ecruppia,6,2018-12-14,9999-12-31
NA,68874.4548,220694.2491,ec ruppia,3,2018-10-17,2018-12-14
NA,68887.7433,220649.8386,ecruppia,11,2018-10-17,2018-12-14
NA,68887.7433,220649.8386,ecruppia,11,2018-12-14,2018-12-14
NA,68887.7433,220649.8386,ecruppia,11,2018-12-14,9999-12-31
NA,68892.9665,220638.3775,ecruppia,401,2018-10-17,2018-12-14
NA,68892.9665,220638.3775,ecruppia,401,2018-12-14,2018-12-14
NA,68892.9665,220638.3775,ecruppia,401,2018-12-14,9999-12-31
NA,68893.9272,220607.2248,ec ruppia,4,2018-10-17,2018-12-14
NA,68893.9272,220607.2248,ec ruppia,4,2018-12-14,2018-12-14
NA,68893.9272,220607.2248,ec ruppia,4,2018-12-14,9999-12-31
NA,68909.2089,220566.5525,echt ruppia,5,2018-10-17,2018-12-14
NA,68917.4797,220658.2744,eccruppia,12,2018-10-17,2018-12-14
NA,68917.4797,220658.2744,eccruppia,12,2018-12-14,2018-12-14
NA,68917.4797,220658.2744,eccruppia,12,2018-12-14,9999-12-31
NA,69151.2591,220654.3219,WV_DUD_002,1268,2018-11-12,2018-12-14
NA,69539.047,220355.07,WV_DUD_001,1267,2018-11-12,2018-12-14
NA,70234.8413,197822.8255,WV_ZGV_001,1216,2018-11-12,2018-12-14
NA,70450.9515,225918.3913,WVLKNO0352,3448,2020-11-19,2024-03-22
NA,70465.5565,225884.1012,NA,3449,2020-11-19,2020-11-19
NA,70612.5858,225396.0763,WVLKNO0106,3447,2020-11-19,2021-06-21
NA,70640.8962,224699.6228,WVLKNO0102,3446,2020-11-19,2024-03-22
NA,71200.4909,201524.3146,WV_KPV_00_,1219,2018-11-12,2018-12-14
NA,71202.4898,201518.6141,WV_KPV_001,1021,2018-11-12,2018-12-14
NA,72647.8523,210504.752,WV_ASS_001,1197,2018-11-12,2018-12-14
NA,72647.8523,210504.752,WV_ASS_001,1197,2018-12-14,2018-12-14
NA,72647.8523,210504.752,WV_ASS_001,1197,2018-12-14,2024-03-22
NA,72808.3589,205803.9643,WV_LEI_001,1334,2018-11-12,2018-12-14
NA,73042.9219,205622.3892,WV_LEI_003,1022,2018-11-12,2018-12-14
NA,73747.5932,216354.6747,WV_DAM_001,1220,2018-11-12,2018-12-14
NA,74260.603,200465.356,WV_BBV_003,1018,2018-11-12,2018-12-14
NA,74577.548,200454.1535,WV_BBV_002,1019,2018-11-12,2018-12-14
NA,74791.5964,200228.9133,WV_BBV_001,1020,2018-11-12,2018-12-14
NA,75697.3463,200419.927,WV_BUL_001,1017,2018-11-12,2018-12-14
NA,75699.3186,200430.9896,WV_BUL_001,1218,2018-11-12,2018-12-14
NA,75705.6809,200526.4242,WV_BUL_002,1217,2018-11-12,2018-12-14
NA,76046.0837,170385.0389,WV_GAV_001,1010,2018-11-12,2018-12-14
NA,76961.7352,226441.3536,WV_ZWI_060,1236,2018-11-12,2018-12-14
NA,77259.2543,228112.6968,NA,1199,2018-11-12,2018-11-12
NA,77259.2543,228112.6968,WV_ZWI_040,1199,2018-11-12,2018-12-14
NA,77324.7604,227672.7763,WV_ZWI_124,1239,2018-11-12,2018-12-14
NA,77376.6036,227748.3136,WV_ZWI_162,1237,2018-11-12,2018-12-14
NA,77460.4456,228294.2406,WV_ZWI_011,1243,2018-11-12,2018-12-14
NA,77507.062,227732.6762,WV_ZWI_012,1238,2018-11-12,2018-12-14
NA,77655.9615,227807.963,WV_ZWI_122,1241,2018-11-12,2018-12-14
NA,77670.9491,227844.1272,WV_ZWI_158,1240,2018-11-12,2018-12-14
NA,77688.2844,228252.8159,WV_ZWI_043,1244,2018-11-12,2018-12-14
NA,77744.5813,227755.3424,WV_ZWI_047,1242,2018-11-12,2018-12-14
NA,77913.4249,228413.5314,WV_ZWI_028,1245,2018-11-12,2018-12-14
NA,77983.7855,228521.9162,WV_ZWI_042,1246,2018-11-12,2018-12-14
NA,78093.9431,228497.0135,WV_ZWI_045,1247,2018-11-12,2018-12-14
NA,78154.0471,196864.6342,WV_GUP_002,1016,2018-11-12,2018-12-14
NA,78160.0098,228110.2178,WV_ZWI_007,1250,2018-11-12,2018-12-14
NA,78168.0105,196834.722,WV_GUP_002,1215,2018-11-12,2018-12-14
NA,78216.5265,228238.5412,WV_ZWI_006,1249,2018-11-12,2018-12-14
NA,78264.8566,228107.0492,WV_ZWI_008,1248,2018-11-12,2018-12-14
NA,78274.7921,228034.7767,NA,1198,2018-11-12,2018-11-12
NA,78274.7921,228034.7767,WV_ZWI_157,1198,2018-11-12,2018-12-14
NA,78287.3939,196635.9417,WV_GUP_001,1214,2018-11-12,2018-12-14
NA,78293.6151,196644.7386,WV_GUP_001,1015,2018-11-12,2018-12-14
NA,78295.6642,227362.1158,WV_ZWI_135,1255,2018-11-12,2018-12-14
NA,78529.7939,227941.506,WV_ZWI_010,1254,2018-11-12,2018-12-14
NA,78536.6081,228424.3818,WV_ZWI_013,1251,2018-11-12,2018-12-14
NA,78572.8933,228529.5103,WV_ZWI_020,1252,2018-11-12,2018-12-14
NA,78652.0849,227751.3916,WV_ZWI_133,1253,2018-11-12,2018-12-14
NA,79257.7216,227985.8573,WV_ZWI_149,1256,2018-11-12,2018-12-14
NA,79376.0664,228326.8569,WV_ZWI_071,1257,2018-11-12,2018-12-14
NA,79383.3857,228504.636,WV_ZWI_geul,1266,2018-11-12,2018-12-14
NA,79383.3857,228504.636,WV_ZWI_geul,1266,2018-12-14,2018-12-14
NA,79383.3857,228504.636,WV_ZWI_geul,1266,2018-12-14,2024-03-22
NA,79383.3857,228504.636,WV_ZWI_GEULNZ,1266,2024-03-22,9999-12-31
NA,79489.2575,228891.6867,WV_ZWI_129,1261,2018-11-12,2018-12-14
NA,79600.259,228245.1316,WV_ZWI_116,1258,2018-11-12,2018-12-14
NA,79677.8662,228252.7493,WV_ZWI_117,1259,2018-11-12,2018-12-14
NA,79823.3103,228217.5312,WV_ZWI_119,1260,2018-11-12,2018-12-14
NA,79887.1533,228477.1193,WV_ZWI_centrale geul,1265,2018-11-12,2018-12-14
NA,80411.5523,226952.179,WV_DIE_001_zuid,1263,2018-11-12,2018-12-14
NA,80467.3109,227260.602,WV_DIE_001_gracht,1264,2018-11-12,2018-12-14
NA,80467.3109,227260.602,WV_DIE_001_gracht,1264,2018-12-14,2018-12-14
NA,80467.3109,227260.602,WV_DIE_001_gracht,1264,2018-12-14,2024-03-22
NA,80467.3109,227260.602,WV_DIE_gracht,1264,2024-03-22,9999-12-31
NA,80606.0215,227183.0284,WV_DIE_001,1262,2018-11-12,2018-12-14
NA,87739.5535,196618.225,NA,1211,2018-11-09,2018-11-12
NA,87739.5535,196618.225,OV_KRA_002,1211,2018-11-12,2018-12-14
NA,87786.7942,196490.6026,OV_KRA_001,1013,2018-11-12,2018-12-14
NA,87790.4285,196359.6103,OV_KRA_001,1212,2018-11-12,2018-12-14
NA,87800.5525,196521.2943,OV_KRA_002,1014,2018-11-12,2018-12-14
NA,92336.446,182444.0438,OV_PAP_001,1011,2018-11-12,2018-12-14
NA,92676.163,187733.9459,OV_VOS_001,1206,2018-11-12,2018-12-14
NA,94125.9922,219380.5946,OVLSTL0322,3445,2020-11-19,2024-03-22
NA,101978.0203,192892.581,OV_BLA_001,1207,2018-11-12,2018-12-14
NA,110480.6804,168483.7765,2022-2023,3465,2023-02-23,2023-02-23
NA,110480.9729,168483.791,2022-2023,3464,2023-02-23,2023-02-23
NA,110481.3089,168483.655,2022-2023,3463,2023-02-23,2023-02-23
NA,112363.7246,194172.9803,OV_DAM_001,1012,2018-11-12,2018-12-14
NA,119142.2955,205926.0316,OV_TUM_001,1208,2018-11-12,2018-12-14
NA,120003.5589,189464.4827,OV_HEI_001,998,2018-11-12,2018-12-14
NA,122274.8338,191612.4449,OV_DON_001,1332,2018-11-12,2018-12-14
NA,122454.9284,205645.585,OV_LIN_001,996,2018-11-12,2018-12-14
NA,122460.9635,192991.0654,OV_DON_002,1000,2018-11-12,2018-12-14
NA,123753.9584,190798.5648,OV_DON_003,999,2018-11-12,2018-12-14
NA,124827.3196,207065.5736,OV_FON_002,995,2018-11-12,2018-12-14
NA,124833.8524,207086.8345,OV_FON_002,1209,2018-11-12,2018-12-14
NA,124949.3828,207417.7597,OV_FON_001,1210,2018-11-12,2018-12-14
NA,124956.8599,207415.8032,OV_FON_001,994,2018-11-12,2018-12-14
NA,125650.8403,199335.877,OV_MOL_002,1333,2018-11-12,2018-12-14
NA,125650.8403,199335.877,OV_MOL_002,1333,2018-12-14,2018-12-14
NA,125650.8403,199335.877,OV_MOL_002,1333,2018-12-14,2024-03-22
NA,125664.7275,199427.4674,OV_MOL_001,997,2018-11-12,2018-12-14
NA,128966.5836,176724.1695,OV_WEL_001,1009,2018-11-12,2018-12-14
NA,128966.5836,176724.1695,OV_WEL_001,1009,2018-12-14,2018-12-14
NA,128966.5836,176724.1695,OV_WEL_001,1009,2018-12-14,9999-12-31
NA,129016.5502,176674.9988,OV_WEL_002,1008,2018-11-12,2018-12-14
NA,129016.5502,176674.9988,OV_WEL_002,1008,2018-12-14,2018-12-14
NA,129016.5502,176674.9988,OV_WEL_002,1008,2018-12-14,2024-03-22
NA,129128.3552,214835.7021,OV_STB_002,992,2018-11-12,2018-12-14
NA,129192.0537,214922.34,OV_STB_001,993,2018-11-12,2018-12-14
NA,130874.2104,209141.0867,OV_SPA_001,3455,2021-03-15,2024-03-22
NA,138351.867,218226.3965,OVLBVN0053,3425,2020-11-19,2024-03-22
NA,138382.1617,220055.3749,OVLBVN0445,6363,2025-10-09,2025-10-09
NA,138382.1617,220055.3749,OVLBVN0445,6363,2025-10-09,2025-10-13
NA,138461.2556,219727.8489,OVLBVN0446,5962,2025-10-09,2025-10-09
NA,138461.2556,219727.8489,OVLBVN0446,5962,2025-10-09,2025-10-13
NA,138686.0624,219424.3255,OVLBVN0002,6362,2025-10-09,2025-10-09
NA,138686.0624,219424.3255,OVLBVN0002,6362,2025-10-09,2025-10-13
NA,138889.5186,219392.5203,OVLBVN0679,5961,2025-10-09,2025-10-09
NA,138889.5186,219392.5203,OVLBVN0697,5961,2025-10-09,2025-10-09
NA,138889.5186,219392.5203,OVLBVN0679,5961,2025-10-09,2025-10-13
NA,138975.6638,215092.986,OV_LIO_001,991,2018-11-12,2018-12-14
NA,139023.3969,219753.5169,InlaatPuttenWest,4344,2025-04-23,2025-10-09
NA,139025.6837,219753.5532,WAHS321,4344,2025-10-09,2025-10-09
NA,139025.6837,219753.5532,WAHS321,4344,2025-10-09,2025-10-16
NA,139133.3926,215102.2195,OV_LIO_002,2300,2018-11-13,2018-12-14
NA,139159.256,215924.136,OVLBVN0471,3434,2020-11-19,2024-03-22
NA,139257.152,215969.6445,OVLBVN0468,3435,2020-11-19,2024-03-22
NA,139260.8562,215926.2527,OVLBVN0469,3436,2020-11-19,2024-03-22
NA,139272.4978,215807.19,OVLBVN0470,3433,2020-11-19,2024-03-22
NA,139506.6703,220085.4972,OVLBVN0275,6364,2025-10-09,2025-10-09
NA,139506.6703,220085.4972,OVLBVN0275,6364,2025-10-09,2025-10-13
NA,139988.6911,215276.9966,OV_TOLYPELLA_002,3428,2020-11-19,2024-03-22
NA,140104.5116,215239.8611,OV_TOLYPELLA_001,3427,2020-11-19,9999-12-31
NA,140187.9878,215043.8045,OV_TOLYPELLA_003,3426,2020-11-19,9999-12-31
NA,140430.0699,215096.7091,OVLBVN0305,3429,2020-11-19,2024-03-22
NA,140755.6624,215093.9089,OVLBVN0302,3430,2020-11-19,2024-03-22
NA,140831.5847,215315.8419,OVLBVN0304,3432,2020-11-19,2024-03-22
NA,140886.7637,215160.2004,OVLBVN0301,3431,2020-11-19,2024-03-22
NA,141163.2141,215330.939,OVLBVN0228,3437,2020-11-19,2024-03-22
NA,141349.1372,215307.3514,OV_TOLYPELLA_004,3439,2020-11-19,2024-03-22
NA,141400.2813,215335.1724,OVLBVN0213,3438,2020-11-19,2024-03-22
NA,141566.6436,199937.0533,AN_KRA_001,1001,2018-11-12,2018-12-14
NA,141935.4286,215099.7589,OVLBVN0217,3443,2020-11-19,2024-03-22
NA,141967.5755,215147.384,OVLBVN0180,3440,2020-11-19,2024-03-22
NA,142003.6912,215109.2839,OVLBVN0197,3441,2020-11-19,2024-03-22
NA,142049.3319,215066.0244,OVLBVN0184,3442,2020-11-19,2024-03-22
NA,145803.638,199364.1959,ANTBRM0350,3444,2020-11-19,2024-03-22
NA,148314.4172,213414.5983,NA,7586,2026-06-30,9999-12-31
NA,148355.4695,213652.6715,NA,7587,2026-06-30,9999-12-31
NA,148381.154,208669.4011,AN_HOP_001,1331,2018-11-12,2018-12-14
NA,148498.4714,213823.0354,NA,7588,2026-06-30,9999-12-31
NA,148510.2313,213413.4276,NA,7182,2026-06-30,2026-06-30
NA,148510.2313,213413.4276,NA,7182,2026-06-30,9999-12-31
NA,148619.3421,213520.5743,NA,7582,2026-06-30,2026-06-30
NA,148619.3421,213520.5743,NA,7582,2026-06-30,9999-12-31
NA,148621.7196,213712.3034,NA,7585,2026-06-30,9999-12-31
NA,148629.9274,213944.2685,NA,7589,2026-06-30,9999-12-31
NA,148723.7203,213817.0436,NA,7584,2026-06-30,2026-06-30
NA,148723.7203,213817.0436,NA,7584,2026-06-30,9999-12-31
NA,148734.1027,213414.8537,NA,7181,2026-06-30,9999-12-31
NA,148845.4307,213568.5463,NA,7583,2026-06-30,9999-12-31
NA,151255.7847,218806.0005,ANTANT0315,3451,2020-11-19,2024-03-22
NA,151278.3405,218656.0873,ANTANT0319,3452,2020-11-19,2024-03-22
NA,151308.1342,225980.7099,AN_ATG_001,978,2018-11-12,2018-12-14
NA,151454.8651,219382.5252,AN_BPE_001,817,2018-11-12,2018-12-14
NA,151487.4147,219304.2622,ANTANT0297_GRACHT,3450,2020-11-19,2024-03-22
NA,152465.1079,194667.5316,AN_HAZ_001,1328,2018-11-12,2018-12-14
NA,153423.6409,233218.6131,AN_KAL_001,979,2018-11-12,2018-12-14
NA,153546.3322,233789.5708,AN_KAL_007,812,2018-11-12,2018-12-14
NA,153967.202,226332.2095,AN_FER_001,977,2018-11-12,2018-12-14
NA,154246.1222,203602.7194,AN_VUI_001,1336,2018-11-12,2018-12-14
NA,154351.3815,234226.8176,AN_NOL_003,811,2018-11-12,2018-12-14
NA,154357.866,233252.0466,AN_KAL_003,813,2018-11-12,2018-12-14
NA,154543.8134,234652.898,AN_NOL_001,810,2018-11-12,2018-12-14
NA,154887.8037,231464.2219,ANTKAL0385,3986,2024-05-30,2024-08-21
NA,154891.8536,239202.4801,AN_DEB_001,808,2018-11-12,2018-12-14
NA,154894.1114,232616.0311,AN_KAL_002,815,2018-11-12,2018-12-14
NA,154958.1407,232731.9188,AN_KAL_006,814,2018-11-12,2018-12-14
NA,155202.0605,231376.879,AN_KAL_004,816,2018-11-12,2018-12-14
NA,155371.9624,194454.7256,AN_GVM_001,1329,2018-11-12,2018-12-14
NA,155538.2312,194993.292,AN_WKV_001,1330,2018-11-12,2018-12-14
NA,156176.4281,234608.6648,AN_NOL_002,809,2018-11-12,2018-12-14
NA,158501.8636,228140.362,AN_KSV_002,823,2018-11-12,2018-12-14
NA,158511.7641,228134.1854,ANTKAL0260,4017,2024-05-31,2024-09-02
NA,158578.0748,227370.4274,AN_KSV_005,820,2018-11-12,2018-12-14
NA,158685.1541,227926.3137,AN_KSV_004,822,2018-11-12,2018-12-14
NA,158763.2535,224483.4792,AN_FOR_001,818,2018-11-12,2018-12-14
NA,158799.6071,225374.0444,AN_KSV_006,819,2018-11-12,2018-12-14
NA,158848.3886,228551.55,ANTKAL0267,4012,2024-05-31,2024-09-02
NA,158995.4558,227879.2221,AN_KSV_001,821,2018-11-12,2018-12-14
NA,159857.7107,189617.535,AN_MEC_002,930,2018-11-12,2018-12-14
NA,160281.2743,190267.2007,AN_MEC_001,1183,2018-11-12,2018-12-14
NA,161334.1598,180868.2953,VB_LAB_001,1201,2018-11-12,2018-12-14
NA,161606.9503,221461.4138,AN_E10_001,990,2018-11-12,2018-12-14
NA,162258.9638,179646.167,VB_TOR_003,1200,2018-11-12,2018-12-14
NA,162719.6915,225033.8817,AN_GSV_004,829,2018-11-12,2018-12-14
NA,162817.9666,179933.4814,VB_TOR_001,1003,2018-11-12,2018-12-14
NA,162843.9308,174953.8673,VB_KOR_001,928,2018-11-12,2018-12-14
NA,163212.4756,225174.3606,AN_GSV_003,830,2018-11-12,2018-12-14
NA,163229.108,225139.2703,AN_GSV_002,831,2018-11-12,2018-12-14
NA,163455.2435,226544.6732,AN_GSV_006,828,2018-11-12,2018-12-14
NA,163559.7541,226428.9442,AN_GSV_005,827,2018-11-12,2018-12-14
NA,164451.9978,187245.6266,VB_BOO_001,929,2018-11-12,2018-12-14
NA,164801.8009,219100.9041,AN_RIN_001,858,2018-11-12,2018-12-14
NA,165722.1331,227681.0109,AN_GSV_007,826,2018-11-12,2018-12-14
NA,166408.6877,229395.0081,AN_GSV_008,825,2018-11-12,2018-12-14
NA,166511.9416,229677.5943,AN_E10_002,824,2018-11-12,2018-12-14
NA,166536.8246,212266.2259,AN_VRI_001,976,2018-11-12,2018-12-14
NA,166546.0656,205004.4809,AN_STB_001,1094,2018-11-12,2018-12-14
NA,169488.1402,224794.3037,AN_KOO_00Y,1192,2018-11-12,2018-12-14
NA,169863.8493,224684.2368,AN_KOO_00X,1191,2018-11-12,2018-12-14
NA,169889.3505,224720.265,AN_KOO_002,832,2018-11-12,2018-12-14
NA,170195.0475,224044.2531,AN_KOO_001,1095,2018-11-12,2018-12-14
NA,170327.0947,169938.7995,VB_DIJ_001,1002,2018-11-12,2018-12-14
NA,173051.905,225898.6156,AN_RVS_001,1096,2018-11-12,2018-12-14
NA,173364.0642,226086.9465,AN_RVS_002,833,2018-11-12,2018-12-14
NA,173816.9873,197967.04,AN_AVE_001,917,2018-11-12,2018-12-14
NA,173950.0535,212228.4311,AN_PUL_004,1321,2018-11-12,2018-12-14
NA,174230.9041,212262.3024,AN_PUL_001,1322,2018-11-12,2018-12-14
NA,174326.2817,212575.1276,NA,1324,2018-11-09,2018-11-09
NA,174393.2866,212493.807,AN_PUL_002,1323,2018-11-12,2018-12-14
NA,174437.1338,224138.0856,AN_DVH_001,1098,2018-11-12,2018-12-14
NA,174466.2564,212543.5139,AN_PUL_003,1325,2018-11-12,2018-12-14
NA,174496.6652,224144.0387,AN_DVH_002,1097,2018-11-12,2018-12-14
NA,174681.9423,223646.1639,AN_DVH_010,841,2018-11-12,2018-12-14
NA,174907.1772,228560.8144,AN_SLH_001,834,2018-11-12,2018-12-14
NA,174986.0021,224341.1728,AN_DVH_006,840,2018-11-12,2018-12-14
NA,175010.6295,224807.5071,AN_DVH_004,835,2018-11-12,2018-12-14
NA,175188.0648,224113.419,AN_DVH_009,839,2018-11-12,2018-12-14
NA,175257.7112,224580.0708,AN_DVH_005,836,2018-11-12,2018-12-14
NA,175515.4454,224001.428,AN_DVH_003,1099,2018-11-12,2018-12-14
NA,175541.8345,224506.3842,AN_DVH_008,837,2018-11-12,2018-12-14
NA,175692.6262,224558.0522,AN_DVH_007,838,2018-11-12,2018-12-14
NA,176535.6426,240775.3606,AN_VVM_004,806,2018-11-12,2018-12-14
NA,176572.6578,240570.9167,AN_VVM_003,807,2018-11-12,2018-12-14
NA,176976.1614,180280.982,VB_KBL_002,926,2018-11-12,2018-12-14
NA,177105.5694,180428.4789,VB_KBL_001,927,2018-11-12,2018-12-14
NA,177160.0807,215633.6542,AN_WZA_001,959,2018-11-12,2018-12-14
NA,177388.627,215235.4631,AN_BLO_001,970,2018-11-12,2018-12-14
NA,179506.1106,215010.3828,AN_KDN_002,957,2018-11-12,2018-12-14
NA,179518.5737,207815.6924,AN_ENK_002,1319,2018-11-12,2018-12-14
NA,179530.637,184774.4891,VB_VOR_004,922,2018-11-12,2018-12-14
NA,179565.5849,207741.8176,AN_ENK_001,1320,2018-11-12,2018-12-14
NA,179682.0941,214160.4865,AN_KDN_005,958,2018-11-12,2018-12-14
NA,179795.3951,184791.6606,VB_VOR_002,925,2018-11-12,2018-12-14
NA,179804.5232,184804.0299,VB_VOR_003,924,2018-11-12,2018-12-14
NA,179813.572,184647.1449,VB_VOR_005,923,2018-11-12,2018-12-14
NA,179854.0383,215286.0792,AN_KDN_001,955,2018-11-12,2018-12-14
NA,179992.9449,215269.1458,AN_KDN_003,956,2018-11-12,2018-12-14
NA,180292.2572,242267.1638,AN_ELS_001,805,2018-11-12,2018-12-14
NA,180379.9781,219663.381,AN_LIL_003,952,2018-11-12,2018-12-14
NA,180601.2232,216867.6027,AN_LIL_002,954,2018-11-12,2018-12-14
NA,180686.8575,242951.801,AN_ELS_002,804,2018-11-12,2018-12-14
NA,180930.4713,220425.9646,AN_LIL_004,951,2018-11-12,2018-12-14
NA,180985.0698,225024.3433,AN_BLA_002,843,2018-11-12,2018-12-14
NA,181020.2595,224966.3994,AN_BLA_003,842,2018-11-12,2018-12-14
NA,181311.5518,224246.6972,AN_BEE_001,1100,2018-11-12,2018-12-14
NA,181346.1275,224441.6134,AN_BEE_003,1189,2018-11-12,2018-12-14
NA,181371.1492,224970.1357,AN_BLA_001,1101,2018-11-12,2018-12-14
NA,181404.0713,224247.5412,AN_BEE_004,1188,2018-11-12,2018-12-14
NA,181411.1028,224207.9566,AN_BEE_002,845,2018-11-12,2018-12-14
NA,181438.2027,224276.91,AN_BEE_005,1190,2018-11-12,2018-12-14
NA,181694.3249,218141.7328,AN_LIL_001,953,2018-11-12,2018-12-14
NA,181695.9273,224533.4609,AN_BLA_004,844,2018-11-12,2018-12-14
NA,181868.1714,233596.6885,AN_VVM_001,848,2018-11-12,2018-12-14
NA,182505.2748,195033.8973,AN_WES_001,1093,2018-11-12,2018-12-14
NA,182533.4014,233672.2933,AN_VVM_006,849,2018-11-12,2018-12-14
NA,182609.9323,233919.0839,AN_VVM_002,850,2018-11-12,2018-12-14
NA,183121.267,224877.9358,AN_GKH_002,847,2018-11-12,2018-12-14
NA,183212.9189,224814.6474,AN_GKH_001,846,2018-11-12,2018-12-14
NA,183911.209,194600.2931,AN_HGA_005,916,2018-11-12,2018-12-14
NA,184005.8093,194581.3927,AN_HGA_003,1090,2018-11-12,2018-12-14
NA,184026.9512,195060.325,AN_WES_002,915,2018-11-12,2018-12-14
NA,184224.9128,194071.7074,AN_HGA_004,914,2018-11-12,2018-12-14
NA,184354.91,190731.1055,AN_LAN_002,1086,2018-11-12,2018-12-14
NA,184429.6549,190287.663,AN_LAN_001,1085,2018-11-12,2018-12-14
NA,184543.3775,225130.6058,AN_HUF_002,1103,2018-11-12,2018-12-14
NA,184573.324,191086.4946,AN_LAN_004,1087,2018-11-12,2018-12-14
NA,184581.9451,190789.7068,AN_LAN_003,919,2018-11-12,2018-12-14
NA,184637.2915,191331.5257,AN_LAN_005,1089,2018-11-12,2018-12-14
NA,184657.8497,194822.9313,AN_HGA_002,1091,2018-11-12,2018-12-14
NA,184797.1795,194947.3387,AN_HGA_001,1092,2018-11-12,2018-12-14
NA,184843.4156,224959.1554,AN_HUF_001,1102,2018-11-12,2018-12-14
NA,184928.4661,191240.112,AN_LAN_006,1088,2018-11-12,2018-12-14
NA,184951.5733,233791.0254,ANTBAA0048,4293,2025-01-23,2025-01-23
NA,184951.5733,233791.0254,NA,4293,2025-01-23,2025-01-23
NA,184962.4114,190491.895,AN_LAN_008,921,2018-11-12,2018-12-14
NA,185044.6706,190570.5691,AN_LAN_009,920,2018-11-12,2018-12-14
NA,185044.6706,190570.5691,AN_LAN_009,920,2018-12-14,2018-12-14
NA,185044.6706,190570.5691,AN_LAN_009,920,2018-12-14,2024-03-22
NA,185089.6357,191197.6619,AN_LAN_007,918,2018-11-12,2018-12-14
NA,185267.605,211177.9984,AN_SNE_008,939,2018-11-12,2018-12-14
NA,185332.4827,210224.7566,AN_SNE_002,934,2018-11-12,2018-12-14
NA,185390.4882,208939.4162,AN_OLB_002,932,2018-11-12,2018-12-14
NA,185396.3091,208982.0142,AN_OLB_003,933,2018-11-12,2018-12-14
NA,185401.6613,233962.5463,ANTBAA0046,4294,2025-01-23,2025-01-23
NA,185401.6613,233962.5463,NA,4294,2025-01-23,2025-01-23
NA,185553.6395,210055.7914,AN_SNE_001,1194,2018-11-12,2018-12-14
NA,185651.7613,209855.0271,AN_SNE_003,935,2018-11-12,2018-12-14
NA,185748.2374,209981.5952,AN_SNE_004,936,2018-11-12,2018-12-14
NA,185869.7449,210130.9871,AN_SNE_006,937,2018-11-12,2018-12-14
NA,185899.0139,234175.0953,AN_VVM_005,851,2018-11-12,2018-12-14
NA,186024.1208,219497.6589,AN_GIE_001,950,2018-11-12,2018-12-14
NA,186110.7279,210354.4811,AN_SNE_007,938,2018-11-12,2018-12-14
NA,186810.3514,201695.3862,AN_ENG_001,975,2018-11-12,2018-12-14
NA,187252.6779,232387.3286,AN_MOE_001,852,2018-11-12,2018-12-14
NA,187836.3906,229700.9723,2023,3485,2023-02-23,2024-03-22
NA,187836.3906,229700.9723,2023,3485,2024-03-22,2024-03-22
NA,187864.3673,217436.0881,ANTKAS0463,5147,2025-07-28,2025-07-29
NA,187864.3677,217436.0876,AN_TIE_002,948,2018-11-12,2018-12-14
NA,187909.2147,216935.6272,AN_TIE_003,947,2018-11-12,2018-12-14
NA,188151.3089,217474.9814,AN_TIE_007,949,2018-11-12,2018-12-14
NA,188179.5867,217873.7599,ANTKAS0459,5148,2025-07-28,2025-07-29
NA,188361.4982,229882.6825,2023,3484,2023-02-23,2024-03-22
NA,188361.4982,229882.6825,2023,3484,2024-03-22,2024-03-22
NA,188364.3263,217601.9673,AN_TIE_006,969,2018-11-12,2018-12-14
NA,188447.724,217706.3984,ANTKAS0191,4755,2025-07-28,2025-07-29
NA,188483.6025,218473.6966,ANTKAS0454,5149,2025-07-28,2025-07-29
