CODEPLAS	index_0m	index_50m	index_100m	index_150m	index_200m
ANTANT0424	3.602564103	3.889473684	3.686781609	3.541278296	3.170566038
ANTANT0425	2.626865672	3.603603604	3.467191601	3.246268657	2.864553314
ANTANT0426	3.015915119	3.383018868	3.542028986	3.402755906	3.088822355
ANTANT0427	2	2.618556701	2.922413793	2.865485564	2.756390977
ANTANT0428	2	2.653061224	2.942253521	2.862630208	2.759162304
ANTANT0429	2.315789474	2.932291667	3.458806818	3.864651774	3.867370008
ANTANT0430	3	3	3.150289017	3.12911726	3.018896447
ANTANT0431	3.212121212	3.47311828	3.22173913	3.001997337	2.902809415
ANTANT0432	2.12037037	2.128930818	2.070212766	2.068544102	1.952259707
ANTANT0433	2	2.505263158	2.57925072	2.524666667	2.405323194
ANTANT0434	2	3.468085106	4.210601719	4.263262599	4.203633611
ANTANT0435	3.5	3.347457627	3.524173028	3.584963325	3.168683274
ANTANT0436	3.292307692	3.437956204	3.484918794	3.668367347	3.80282638
ANTANT0437	3.588235294	3.5	3.634782609	3.875331565	3.887708649
ANTANT0438	2	3.266055046	3.607238606	3.682330827	3.530523256
ANTANT0439	3.492031873	3.675879397	3.792727273	4.002365184	3.687066975
ANTANT0440	3.275339186	3.496206373	3.468433359	3.540314651	3.503572644
ANTANT0441	2	3.32	3.78551532	3.791343669	3.788690476
ANTANT0442	2	3.218390805	3.750992063	3.798387097	3.740331492
ANTANT0443	1	1.894736842	1.780346821	1.494708995	1.414318355
ANTANT0444	3	3.703539823	4.048812665	4.054239401	3.626984127
ANTANT0445	2	2.294736842	2.304285714	2.216535433	2.163650075
ANTANT0446	2.329819277	3.2593361	3.429577465	3.547558923	3.524210526
ANTANT0447	2.318452381	3.610638298	3.461467038	3.570616883	3.419133574
ANTANT0448	2.462585034	3.711409396	3.558628319	3.546840959	3.374185137
ANTANT0449	3	3.985	4.054621849	4.062823834	3.792130661
ANTANT0450	3	3.734375	3.854929577	3.962190352	3.820149254
ANTANT0452	2.973499062	3.774672489	3.439778779	3.295372751	2.990887552
ANTANT0453	2.05	2.379562044	2.463048499	2.442242356	2.246474144
ANTANT0454	2.575	2.339285714	2.355990783	2.38079096	2.286857905
ANTANT0455	3.108695652	3.170731707	3.629353234	3.755344418	3.633008357
ANTANT0456	3.016393443	3.341346154	3.558743169	3.745870394	3.746530314
ANTANT0457	2.803921569	3.242718447	3.64738292	3.907810499	3.766051661
ANTANT0458	2.77	3.467741935	3.758495146	3.798368298	3.53228022
ANTANT0459	3.111111111	3.339805825	3.544198895	3.695402299	3.406504065
ANTANT0460	3.25862069	3.22826087	3.48973607	3.54295302	3.253628724
ANTANT0461	2.288209607	2.165615142	2.369109948	2.547895501	2.523185012
ANTANT0462	2.526592455	3.106410256	3.310088016	3.375591907	3.242697983
ANTANT0463	2.114227877	2.421741778	2.784146341	3.030097896	2.990272684
ANTANT0464	2.752586207	3.23269514	3.283529412	3.320088845	3.214504597
ANTANT0465	2.7	3.16442953	3.181424447	3.243258427	3.134032198
ANTANT0466	2.639972621	3.033715925	2.945366528	2.876876877	2.609421586
ANTANT0467	2.624401914	3.251572327	3.598516949	3.914466737	3.985996181
ANTANT0468	2.301131419	2.009240246	1.972577697	2.012452626	1.999637155
ANTANT0469	3.923416789	3.1609375	2.995912807	3.154198473	2.915686275
ANTANT0470	2	2	2	2.043293718	2.181190223
ANTANT0471	2.303701456	2.503761755	2.858273828	3.026745147	2.922483063
ANTANT0472	2	2	2	2.012605042	2.096003899
ANTANT0473	2.864197531	3.602040816	3.640798226	3.755775578	3.634338139
ANTANT0474	2.341295117	3.110151188	3.459755476	3.501431753	3.272096666
ANTANT0475	3.167031763	3.480906921	3.522346369	3.592977893	3.452830189
ANTANT0476	2.551461988	3.045261669	2.99931082	3.016666667	2.939798339
ANTANT0477	2.698135899	3.328767123	3.329712272	3.439426913	3.349583228
ANTANT0478	2.287138264	2.195435093	2.256013746	2.321807382	2.314001172
ANTANT0479	2.346984572	2.933756166	3.207550514	3.373827499	3.22689769
ANTANT0480	1.943978043	1.94375	2.062460368	2.210483543	2.243638491
ANTANT0481	2	2.001527495	2.011652542	2.091427584	2.17384844
ANTANT0482	2.642696629	3.05615942	3.304131054	3.439547582	3.287055336
ANTANT0483	2.454372624	3.203776554	3.497525866	3.668204182	3.551731894
ANTANT0484	2	2.155339806	2.105769231	2.182458387	2.059690494
ANTANT0485	1.3	3.282608696	3.246153846	3.443099274	3.193366267
ANTANT0486	2.734042553	3.775	3.984550562	4.046936115	3.710014948
ANTANT0487	3.258064516	4.005434783	3.934402332	3.978058511	3.68892261
ANTANT0489	3.95890411	4.07	3.85620915	3.757854821	3.537265068
ANTANT0490	3.2	3.813953488	3.917177914	3.938016529	3.746884735
ANTANT0491	2	2	2.212606838	2.312964931	2.355003187
ANTANT0492	2	2	2.037974684	2.21497006	2.272663387
ANTANT0493	2.130952381	2.696428571	2.856321839	2.875437063	2.76154264
ANTANT0494	2.217557252	2.962441315	3.043402778	3.103842635	2.328257191
ANTANT0495	3.15625	4.038043478	3.975073314	3.908666667	3.475609756
ANTANT0496	3.236111111	3.409574468	3.80259366	3.897233202	3.521509434
ANTANT0497	3	3.625	3.594476744	3.650466045	3.21570122
ANTANT0498	3	3.636363636	3.608231707	3.638049451	3.125389408
ANTANT0499	3.161764706	3.654255319	3.661383285	3.611780455	3.229770992
ANTANT0500	3.5	3.433673469	3.521489971	3.665567282	3.331831832
ANTANT0501	3	3.777777778	3.702941176	3.769798658	3.373374139
ANTANT0502	3.261904762	4.020833333	3.886685552	3.826343381	3.480509745
ANTANT0503	3.439393939	3.931578947	3.838150289	3.889257294	3.514783927
ANTANT0504	3.5	3.842105263	3.814327485	3.909333333	3.453302961
ANTANT0505	3	3.865591398	3.813411079	3.765374332	3.347792998
ANTANT0506	3.333333333	3.691489362	3.717008798	3.800535475	3.347692308
ANTANT0507	3.277777778	3.971910112	3.883823529	3.80820996	3.34202454
ANTANT0508	3.408163265	3.47979798	3.478753541	3.579292267	3.366917293
ANTANT0509	4.285714286	3.764367816	3.697568389	3.656634747	3.397047397
ANTANT0510	3.140625	3.565934066	3.740469208	3.711615487	3.310738766
ANTANT0511	3.5	3.657303371	3.735119048	3.861185984	3.461243285
ANTANT0512	3.259259259	3.827586207	3.994100295	3.936069987	3.5311299
ANTANT0513	3.407894737	3.384210526	3.207492795	3.028476821	2.643131236
ANTANT0514	3.193548387	3.407608696	3.243323442	3.040106952	2.666151468
ANTANT0515	3.394117647	3.551886792	3.644021739	3.773929471	3.362573099
ANTANT0516	3.941176471	4.068181818	3.884036145	3.831514325	3.401397516
ANTANT0517	3.1875	4.255681818	4.118975904	4.020380435	3.580446497
ANTANT0518	2.463576159	3.305921053	3.272727273	3.387096774	2.806825499
ANTANT0519	3.027932961	3.136904762	3.235714286	3.44661191	2.864764268
ANTANT0520	3	3.025773196	3.03432282	3.103151862	2.253504673
ANTANT0521	3	2.954819277	2.829545455	2.793601651	2.218283582
ANTANT0522	3	3.048611111	2.913140312	2.898127753	2.23587385
ANTANT0523	3.109243697	2.459259259	2.673659674	3.073142857	2.942126514
ANTANT0524	3.5	4.134831461	4.355421687	4.330136986	4.290923196
ANTANT0525	3.5	3.415441176	3.446386946	3.501135074	3.174613835
ANTANT0526	2	2.865	3.418539326	3.82046332	3.623511905
ANTANT0527	4.185185185	3.882075472	4.060273973	4.079821201	3.859144543
ANTANT0528	3.308823529	3.720430108	3.893586006	4.032042724	3.809741248
ANTANT0529	2	3.008928571	3.238845144	3.445137157	3.378886479
ANTANT0530	3.600840336	3.370503597	3.486078886	3.532620922	3.201337793
ANTANT0531	3.5	3.638888889	3.80044843	3.911209767	3.564643799
ANTANT0532	3.356164384	3.367256637	3.243489583	3.380514706	3.081661891
ANTANT0533	2.412037037	2.950207469	3.130537975	3.293103448	2.88185654
ANTANT0534	3.5	3.237373737	3.244382022	3.353785901	3.076290202
ANTANT0535	3.087171053	3.385462555	3.405228758	3.5004329	3.195029714
ANTANT0536	3.5	3.946428571	3.986153846	3.969571231	3.680751174
ANTANT0537	3	3.725274725	3.622754491	3.583219645	3.407692308
ANTANT0538	3.5	3.735955056	3.762611276	3.786197564	3.560711524
ANTANT0539	3.035087719	3.379807692	4.035230352	4.146573604	3.716385011
ANTANT0540	3.415966387	3.696969697	4.007142857	4.089699074	3.81377899
ANTANT0541	3.5	3.82231405	3.898477157	4.070652174	3.81130742
ANTANT0542	3	3.639423077	3.563711911	3.725	3.603703704
ANTANT0543	2.651785714	3.402985075	3.524764151	3.637731481	3.436734694
ANTANT0544	3.266666667	3.672131148	3.838308458	3.996432818	3.836820084
ANTARE0001	2.147540984	2.542056075	2.553475936	2.563602015	2.709302326
ANTARE0002	2.28125	3.086206897	3.536989796	3.860759494	2.624369142
ANTARE0003	2.417910448	3.045045045	3.044854881	2.877334994	3.929569892
ANTARE0004	3.218292683	3.962809917	3.993579454	4.01600346	3.464814815
ANTARE0005	2.664835165	3.754385965	3.906438632	3.928134557	2.826685007
ANTARE0006	2.06185567	2.1640625	2.28276699	2.705263158	3.814977974
ANTARE0007	3.686390533	4.5	4.489583333	4.34623431	3.718453189
ANTARE0008	3.009174312	3.936090226	3.896919431	3.898041475	2.891484943
ANTARE0009	2.168555241	2.611336032	2.599078341	2.823115162	2.982339956
ANTARE0010	2.753623188	3.360091743	3.091370558	2.987099644	2.936605317
ANTARE0011	2.169642857	2.701550388	2.839712919	3.050808314	2.992
ANTARE0012	2.689516129	2.780141844	2.893764434	2.964487035	3.77072819
ANTARE0013	3.014492754	3.935779817	4.162234043	4.137437811	2.877296106
ANTARE0014	3.2265625	3.653846154	3.210810811	3.163057325	2.712092131
ANTARE0015	2	2.312903226	2.388059701	2.657782516	2.911368015
ANTARE0016	2.785555556	4.010714286	2.334773218	2.770676692	2.713743356
ANTARE0017	2.52866242	2.194805195	3.125	2.975431607	2.915422886
ANTARE0018	3	3.221052632	2.790488432	2.925427873	2.95094086
ANTARE0019	2.867088608	2.6	3.08255814	3.047619048	3.432698621
ANTARE0020	2.43852459	2.977941176	3.088169643	3.309050773	3.21559633
ANTARE0021	2.071428571	2.976351351	3.517777778	3.530286344	2.196833773
ANTARE0022	2.397163121	3.311643836	2.60927673	2.492003367	3.357390701
ANTARE0023	3.198611111	2.995867769	3.383950617	3.533136095	3.681983071
ANTARE0024	2	2.906504065	3.910058027	3.947628458	3.196355085
ANTARE0025	2.893034826	3.814917127	3.675046555	3.55806142	3.282841823
ANTARE0026	2.869636964	3.793193717	3.168591224	3.357870895	3.070137383
ANTARE0027	2	2.722222222	2.789473684	3.10625	3.331613854
ANTARE0028	2.130769231	2.481818182	3.656077348	3.731754161	2.71522694
ANTARE0029	3.047169811	3.524509804	2.975609756	2.85215736	2.818043973
ANTARE0030	2.708333333	3.120192308	2.431085044	2.669761273	3.360912981
ANTARE0032	2	2.217391304	3.87371134	3.750612745	3.516985794
ANTARE0033	2.351851852	3.646551724	3.932730924	3.987730061	2.897364771
ANTARE0034	2.83423913	3.704142012	2.636253041	2.896348645	3.814074074
ANTARE0035	2.464285714	2.396825397	3.728531856	3.947096774	3.07097681
ANTARE0036	2.935185185	3.388349515	3.248120301	3.198441247	3.748435544
ANTARE0037	2.494382022	3.144628099	3.989669421	3.917964694	3.723167539
ANTARE0038	3.46961326	3.954545455	4.111725664	4.061056106	3.471232877
ANTARE0039	2.721830986	4.075342466	3.476076555	3.579743888	3.021290752
ANTARE0040	2.742424242	3.114503817	3.874715262	3.501119821	3.328589909
ANTARE0041	3.346774194	3.992805755	3.796095445	3.757034632	3.315294118
ANTARE0042	3.077419355	3.738562092	3.320368475	3.462908012	3.491864831
ANTARE0043	2.967586207	3.274764151	3.675	3.774896266	2.598534799
ANTARE0044	2.672161172	3.472049689	3.245283019	3.143401015	3.768565249
ANTARE0045	2.841666667	3.638888889	3.895013123	3.990111248	3.485335196
ANTARE0046	2.613636364	3.839285714	3.53358209	3.702734839	3.908788282
ANTARE0047	2.659340659	3.225806452	4.060640732	4.095744681	2.190620272
ANTARE0048	3.215384615	3.953571429	2.750716332	2.671503958	3.657182512
ANTARE0049	2.773809524	2.963917526	3.901477833	3.970449173	3.583892617
ANTARE0050	3.35	3.774193548	3.851955307	3.918393782	3.319229158
ANTARE0051	2.619565217	3.686868687	3.463322546	3.667617237	3.251968504
ANTARE0052	2.574600355	3.25175644	3.562015504	3.577490775	3.304781923
ANTARE0053	2.361842105	3.317391304	3.476006192	3.516694491	3.281333333
ANTARE0054	2.601204819	3.401960784	3.479647631	3.401870943	3.391114348
ANTARE0055	3.028103044	3.577533578	3.485254692	3.586901763	3.139602804
ANTARE0056	2.396825397	2.856481481	3.358576642	3.336987607	3.875312761
ANTARE0057	2.702380952	3.428205128	4.092653509	4.146797717	3.385498923
ANTARE0058	3.316779171	4.105329949	3.629581152	3.698638614	2.807295251
ANTARE0059	2.243243243	3.223214286	3.088649544	3.113302984	3.541452258
ANTARE0060	2.589353612	3.06044905	3.735765125	3.850787766	2.475342466
ANTARE0061	2.698979592	3.497572816	2.476133652	2.551222352	2.907368421
ANTARE0062	1.723809524	2.410852713	3.063909774	3.016817594	2.501166861
ANTARE0063	2.269565217	2.627737226	3.027840909	2.734990619	2.380165289
ANTARE0064	2.585561497	3.023545706	2.699099099	2.533751205	2.116847826
ANTARE0065	2.343873518	2.55	2.363551402	2.468317972	2.508522727
ANTARE0066	2.113970588	2.082010582	2.394299287	2.544813278	2.047222222
ANTARE0067	2.145299145	2.371212121	2.574820144	2.700551978	2.451345756
ANTARE0069	2.317164179	2.490774908	2.697345133	2.529691211	2.223404255
ANTARE0070	2.6328125	2.720873786	2.497530864	2.355633803	3.008253095
ANTARE0071	2.291666667	2.492	2.101941748	2.315229563	3.489377845
ANTARE0072	1.381355932	1.562015504	2.389140271	3.143356643	2.833096591
ANTARE0073	2.533333333	2.465034965	3.032451923	3.639147803	3.035418237
ANTARE0074	2.315315315	3.166666667	3.421282799	2.915552855	2.634682081
ANTARE0075	2.857142857	3.404255319	2.938618926	3.300919842	3.355403349
ANTARE0076	3.392405063	3.239130435	3.252873563	2.64943609	3.481873112
ANTARE0078	2.881578947	3.226315789	2.619349005	3.833110814	2.703022339
ANTARE0079	2	2.595959596	3.933139535	3.766490765	2.610129564
ANTARE0080	2.181818182	3.445652174	3.826589595	3.057819383	3.087954111
ANTARE0081	2.6625	3.734375	3.311235955	2.540904716	3.242232754
ANTARE0082	2.786713287	3.310810811	2.315055762	3.218716578	3.018043026
ANTARE0083	1.477876106	1.886363636	3.161324786	3.676003344	3.626432391
ANTARE0084	2.853125	3.038709677	3.618604651	3.198347107	2.401993355
ANTARE0085	2.704225352	3.585020243	3.278869779	3.798927614	3.524381095
ANTARE0086	2.661904762	3.370967742	3.595870206	2.396949405	3.772554966
ANTARE0087	3.396551724	3.581521739	2.297150611	3.799212598	3.195581546
ANTARE0088	2.556737589	2.275684932	3.785511364	4.043650794	2.459738472
ANTARE0089	3.329268293	2.632183908	3.984149856	3.269815418	2.96812749
ANTARE0090	3.744680851	3.739795918	3.076252723	2.466435185	2.527459954
ANTARE0091	3.385714286	3.936842105	2.388349515	3.148829431	2.364005413
ANTARE0092	2.767515924	2.9	3.076309795	2.45255814	2.479015919
ANTARE0093	2.495327103	2.507751938	2.237076649	2.273249139	3.535168196
ANTARE0094	2.942073171	3.463087248	2.072769953	2.303860523	2.984732824
ANTARE0095	2.47972973	3.10915493	1.882894737	3.873819163	3.054035088
ANTARE0096	2.008	2.062189055	3.787833828	3.169239905	2.965562914
ANTARE0097	2	2	3.210918114	3.242822967	1.985905045
ANTARE0098	1.393939394	1.346846847	3.251243781	2.995530726	2.54163799
ANTARE0099	3.203703704	3.291208791	2.925629291	1.913642053	3.057501652
ANTARE0100	2.791304348	3.317460317	1.835135135	2.522222222	2.782060786
ANTARE0101	2.738636364	3.227272727	2.381355932	3.192563818	2.383306752
ANTARE0102	2.723076923	3.024305556	3.115384615	2.974871134	3.126346016
ANTARE0103	2	1.99047619	3.139502762	2.291139241	3.090788602
ANTARE0104	2.509615385	2.178294574	2.210485133	3.504938272	3.022271715
ANTARE0105	3.017482517	3.068493151	3.622395833	3.200558659	2.658823529
ANTARE0106	2.566037736	3.072115385	2.958997722	3.299319728	3.330118694
ANTARE0107	1.771111111	2.018292683	3.199208443	3.219072165	2.857236411
ANTARE0108	2.541666667	3.424778761	3.177285319	2.786052009	2.542116631
ANTARE0110	2.419230769	2.721830986	2.791044776	3.779354839	2.923076923
ANTARE0111	2.938461538	3.036363636	3.763888889	3.01760176	2.46550472
ANTARE0112	2.726415094	3.114285714	3.029017857	2.466579861	2.653902798
ANTARE0113	2.333333333	2.825203252	2.270226537	3.156542056	3.398826979
ANTARE0114	3.431372549	3.572815534	3.251213592	2.422110553	2.543533931
ANTARE0115	2.192810458	2.79109589	2.433333333	2.565605096	3.595402299
ANTARE0116	2.03125	2.104803493	2.378746594	3.763694268	2.578830964
ANTARE0117	2.451923077	3.341085271	3.692098093	2.629273504	3.772795217
ANTARE0118	2.7421875	2.434579439	2.480810235	3.949460916	3.167403044
ANTARE0120	2.529411765	2.466346154	3.920353982	2.697061567	3.060175794
ANTARE0121	3.084337349	3.7	2.671328671	4.165584416	3.790251108
ANTARE0122	2.1125	2.525477707	4.073239437	3.312355212	3.190334129
ANTARE0123	2.465517241	3.827956989	3.294076164	3.229047072	3.072363887
ANTARE0124	2.171902269	2.472173913	3.177570093	4.232991014	2.586137281
ANTARE0125	2.511111111	3.744897959	4.285911602	3.296854522	2.653846154
ANTARE0126	2.889534884	3.308928571	3.303713528	3.407226563	3.419504644
ANTARE0127	2.720338983	3.132352941	3.141491396	3.134818288	2.996431121
ANTARE0128	3.17	4.300970874	3.147058824	2.477194983	2.889469754
ANTARE0129	2.893939394	3.351851852	2.046728972	2.522375215	2.884642604
ANTARE0130	3.150684932	3.134615385	2.171474359	3.727459016	3.015320334
ANTARE0131	2.857142857	3.094488189	3.65015015	3.18204182	3.684830633
ANTARE0132	1.294642857	1.581481481	3.121447028	2.864089776	2.736904762
ANTARE0134	1.067331671	1.804166667	2.743351064	3.171741778	2.634117647
ANTARE0135	2	3.393258427	3.221794872	3.227001195	3.16008316
ANTARE0136	2.623376623	3.052631579	3.136138614	4.00955414	3.128458498
ANTARE0137	2.217391304	2.722727273	3.845205479	2.956712062	3.69294342
ANTARE0138	2.577777778	3.426724138	2.989583333	2.841978866	3.426707598
ANTARE0139	2.346938776	3.048387097	2.836126629	3.622630332	2.891290111
ANTARE0140	3.129310345	3.628571429	3.692682927	3.219512195	3.046025105
ANTARE0141	2.700819672	3.21957672	3.342696629	3.964930925	3.254790264
ANTARE0142	2.295744681	2.765463918	3.814618644	3.846308725	2.878873239
ANTARE0143	2.765625	3.713709677	3.789552239	3.029572837	3.317272053
ANTARE0144	2.597014925	3.241258741	3.120267261	3.180190931	2.364990689
ANTARE0145	2.39688716	3.042079208	3.426605505	3.332372323	3.544568245
ANTARE0146	2.511764706	3.605095541	3.185185185	3.073067633	2.506075334
ANTARE0147	2.515625	3.833333333	3.102623457	3.509032258	2.708516887
ANTARE0148	2.762195122	3.348993289	3.22278481	2.374229979	3.48136646
ANTARE0149	2.745714286	3.00621118	3.593314763	3.836104513	3.872686899
ANTARE0150	3.030927835	3.116935484	2.415991903	2.548	2.996962794
ANTARE0151	2.688022284	2.764112903	3.923267327	2.918678526	3.488011283
ANTARE0152	2.693181818	3.343220339	2.318982387	3.7749658	2.935391242
ANTARE0153	2.255102041	4.059405941	3.030997305	4.253221649	2.235369775
ANTARE0154	3.038461538	2.394578313	3.785498489	3.515312916	2.479697178
ANTARE0155	3.119565217	4.185483871	4.135616438	3.85472155	2.991078067
ANTARE0156	2	2.313559322	3.547826087	3.084255843	2.445839874
ANTARE0157	2.783333333	3.161904762	3.919847328	2.273554604	3.140388769
ANTARE0158	3.025	3.626436782	2.99871134	2.444574096	3.750190404
ANTARE0159	2.54	3.913461538	2.298715203	3.241872562	2.942361111
ANTARE0160	2.411764706	3.554347826	2.426650367	2.427439533	2.556179775
ANTARE0161	2.302469136	4.021008403	3.234072022	3.28588661	3.070715474
ANTARE0162	2.853333333	2.903508772	2.595496894	4.00334672	3.441421013
ANTARE0163	2.568181818	2.290849673	3.171284635	2.949112426	3.623754789
ANTARE0164	2.693396226	2.573076923	3.991150442	2.516078838	2.839339991
ANTARE0165	2.91	3.262376238	2.474201474	3.284494087	2.134107286
ANTARE0166	2.752238806	2.786885246	2.297325103	3.942612137	2.572438163
ANTARE0167	2	3.090163934	3.315864023	4.057256991	3.042424242
ANTARE0168	2.804597701	4.069148936	3.949421965	2.55448505	3.054363376
ANTARE0169	3.865853659	1.833333333	4.061403509	2.166666667	3.445945946
ANTARE0170	1	2.018292683	2.06993007	2.710814095	2.564766839
ANTARE0171	2	3.463541667	2.125527426	3.219879518	2.644023514
ANTARE0172	2.119047619	3.914893617	2.658629442	3.226941748	3.377725857
ANTARE0173	3.111111111	3.695652174	3.207677165	3.806937173	3.483453237
ANTARE0174	3.5	1.375342466	3.255128205	2.848271447	3.485584219
ANTARE0175	1.450399088	2.14125	3.852272727	2.722343921	3.079429735
ANTARE0177	2.342741935	2.579831933	3.123626374	3.813443073	3.909765848
