"Typeklasse","Hoofdtype","Vegcode","HoofdLogical","Druk","Milieudruk","EffIndActie","Categorie_voorstel","Rang_voorstel","Categorie","Rang"
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","M",5,"M",5
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","M",5,"M",5
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","M",6,"M",6
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk8.2","8.2 Verontreiniging via de bodem","","L",9,"M",7
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk5.2","5.2 Vernatting via het grondwater","","L",7,"L",8
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk3.1","3.1 Eutrofiëring via de lucht","","L",8,"L",9
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk101","101 Klimaatverandering in droge perioden","","L",9,"L",10
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk8.3","8.3 Verontreiniging via het grondwater","","L",9,"L",10
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","","L",9,"L",10
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk102","102 Klimaatverandering in natte perioden","","L",10,"L",11
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk62","62 Afname overstromingsduur of -frequentie (incl. getijden)","","L",10,"L",11
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk8.1","8.1 Verontreiniging via de lucht","","L",10,"L",11
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk4.1","4.1 Verzuring via de lucht","","L",11,"L",12
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk4.2","4.2 Verzuring via het grondwater","","L",11,"L",12
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk14","14 Verlies van aquatische connectiviteit","",,,"S",
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk9.1","9.1 Geluid en trillingen","",,,"P",
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk9.2","9.2 Licht en straling","",,,"P",
"(Half-)natuurlijke graslanden","rbbhf","rbbhf",TRUE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","H",1,"H",1
"(Half-)natuurlijke graslanden","rbbhf","rbbhf",TRUE,"Druk5.1","5.1 Verdroging via het grondwater","","H",2,"H",2
"(Half-)natuurlijke graslanden","rbbhf","rbbhf",TRUE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","H",2,"H",2
"(Half-)natuurlijke graslanden","rbbhf","rbbhf",TRUE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","H",3,"H",3
"(Half-)natuurlijke graslanden","rbbhf","rbbhf",TRUE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","H",3,"H",3
"(Half-)natuurlijke graslanden","rbbhf","rbbhf",TRUE,"Druk15","15 Verlies van terrestrische connectiviteit","","M",4,"M",4
"(Half-)natuurlijke graslanden","rbbhf","rbbhf",TRUE,"Druk3.2","3.2 Eutrofiëring via de bodem","","L",5,"L",5
"(Half-)natuurlijke graslanden","rbbhf","rbbhf",TRUE,"Druk5.2","5.2 Vernatting via het grondwater","","L",7,"L",6
"(Half-)natuurlijke graslanden","rbbhf","rbbhf",TRUE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"(Half-)natuurlijke graslanden","rbbhf","rbbhf",TRUE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"(Half-)natuurlijke graslanden","rbbhf","rbbhf",TRUE,"Druk14","14 Verlies van aquatische connectiviteit","",,,"S",
"(Half-)natuurlijke graslanden","rbbhf","rbbhf",TRUE,"Druk4.2","4.2 Verzuring via het grondwater","",,,"S",
"(Half-)natuurlijke graslanden","rbbhf","rbbhf",TRUE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"(Half-)natuurlijke graslanden","rbbhf","rbbhf",TRUE,"Druk62","62 Afname overstromingsduur of -frequentie (incl. getijden)","",,,"S",
"(Half-)natuurlijke graslanden","rbbhf","rbbhf",TRUE,"Druk8.1","8.1 Verontreiniging via de lucht","",,,"S",
"(Half-)natuurlijke graslanden","rbbhf","rbbhf",TRUE,"Druk8.2","8.2 Verontreiniging via de bodem","",,,"S",
"(Half-)natuurlijke graslanden","rbbhf","rbbhf",TRUE,"Druk8.3","8.3 Verontreiniging via het grondwater","",,,"S",
"(Half-)natuurlijke graslanden","rbbhf","rbbhf",TRUE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"(Half-)natuurlijke graslanden","rbbhf","rbbhf",TRUE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"(Half-)natuurlijke graslanden","rbbhf","rbbhf",TRUE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"(Half-)natuurlijke graslanden","rbbhf","rbbhf",TRUE,"Druk9.1","9.1 Geluid en trillingen","",,,"P",
"(Half-)natuurlijke graslanden","rbbhf","rbbhf",TRUE,"Druk9.2","9.2 Licht en straling","",,,"P",
"(Half-)natuurlijke graslanden","rbbkam","rbbkam",TRUE,"Druk3.2","3.2 Eutrofiëring via de bodem","","H",1,"H",1
"(Half-)natuurlijke graslanden","rbbkam","rbbkam",TRUE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","H",2,"H",2
"(Half-)natuurlijke graslanden","rbbkam","rbbkam",TRUE,"Druk8.2","8.2 Verontreiniging via de bodem","","M",3,"M",3
"(Half-)natuurlijke graslanden","rbbkam","rbbkam",TRUE,"Druk15","15 Verlies van terrestrische connectiviteit","","M",4,"M",4
"(Half-)natuurlijke graslanden","rbbkam","rbbkam",TRUE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","M",5,"M",5
"(Half-)natuurlijke graslanden","rbbkam","rbbkam",TRUE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","M",5,"M",5
"(Half-)natuurlijke graslanden","rbbkam","rbbkam",TRUE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","BEHOUD","M",5,"M",5
"(Half-)natuurlijke graslanden","rbbkam","rbbkam",TRUE,"Druk3.1","3.1 Eutrofiëring via de lucht","","L",6,"L",6
"(Half-)natuurlijke graslanden","rbbkam","rbbkam",TRUE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","L",7,"L",7
"(Half-)natuurlijke graslanden","rbbkam","rbbkam",TRUE,"Druk4.1","4.1 Verzuring via de lucht","","L",8,"L",8
"(Half-)natuurlijke graslanden","rbbkam","rbbkam",TRUE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"(Half-)natuurlijke graslanden","rbbkam","rbbkam",TRUE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"(Half-)natuurlijke graslanden","rbbkam","rbbkam",TRUE,"Druk14","14 Verlies van aquatische connectiviteit","",,,"S",
"(Half-)natuurlijke graslanden","rbbkam","rbbkam",TRUE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"(Half-)natuurlijke graslanden","rbbkam","rbbkam",TRUE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"(Half-)natuurlijke graslanden","rbbkam","rbbkam",TRUE,"Druk8.1","8.1 Verontreiniging via de lucht","",,,"S",
"(Half-)natuurlijke graslanden","rbbkam","rbbkam",TRUE,"Druk8.3","8.3 Verontreiniging via het grondwater","",,,"S",
"(Half-)natuurlijke graslanden","rbbkam","rbbkam",TRUE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"(Half-)natuurlijke graslanden","rbbkam","rbbkam",TRUE,"Druk4.2","4.2 Verzuring via het grondwater","",,,"P",
"(Half-)natuurlijke graslanden","rbbkam","rbbkam",TRUE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","",,,"P",
"(Half-)natuurlijke graslanden","rbbkam","rbbkam",TRUE,"Druk5.1","5.1 Verdroging via het grondwater","",,,"P",
"(Half-)natuurlijke graslanden","rbbkam","rbbkam",TRUE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"(Half-)natuurlijke graslanden","rbbkam","rbbkam",TRUE,"Druk9.1","9.1 Geluid en trillingen","",,,"P",
"(Half-)natuurlijke graslanden","rbbkam","rbbkam",TRUE,"Druk9.2","9.2 Licht en straling","",,,"P",
"Moerassen","rbbmc","rbbmc",TRUE,"Druk5.1","5.1 Verdroging via het grondwater","","H",1,"H",1
"Moerassen","rbbmc","rbbmc",TRUE,"Druk5.2","5.2 Vernatting via het grondwater","","M",5,"H",2
"Moerassen","rbbmc","rbbmc",TRUE,"Druk62","62 Afname overstromingsduur of -frequentie (incl. getijden)","","M",4,"M",3
"Moerassen","rbbmc","rbbmc",TRUE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","M",6,"M",4
"Moerassen","rbbmc","rbbmc",TRUE,"Druk15","15 Verlies van terrestrische connectiviteit","","M",3,"L",5
"Moerassen","rbbmc","rbbmc",TRUE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","L",7,"L",6
"Moerassen","rbbmc","rbbmc",TRUE,"Druk14","14 Verlies van aquatische connectiviteit","","L",8,"L",7
"Moerassen","rbbmc","rbbmc",TRUE,"Druk3.2","3.2 Eutrofiëring via de bodem","","L",8,"L",7
"Moerassen","rbbmc","rbbmc",TRUE,"Druk8.1","8.1 Verontreiniging via de lucht","","L",8,"L",7
"Moerassen","rbbmc","rbbmc",TRUE,"Druk8.3","8.3 Verontreiniging via het grondwater","","L",8,"L",7
"Moerassen","rbbmc","rbbmc",TRUE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","","L",8,"L",7
"Moerassen","rbbmc","rbbmc",TRUE,"Druk101","101 Klimaatverandering in droge perioden","","L",9,"L",8
"Moerassen","rbbmc","rbbmc",TRUE,"Druk3.1","3.1 Eutrofiëring via de lucht","","L",9,"L",8
"Moerassen","rbbmc","rbbmc",TRUE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","L",9,"L",8
"Moerassen","rbbmc","rbbmc",TRUE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Moerassen","rbbmc","rbbmc",TRUE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Moerassen","rbbmc","rbbmc",TRUE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","",,,"S",
"Moerassen","rbbmc","rbbmc",TRUE,"Druk4.2","4.2 Verzuring via het grondwater","",,,"S",
"Moerassen","rbbmc","rbbmc",TRUE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Moerassen","rbbmc","rbbmc",TRUE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"Moerassen","rbbmc","rbbmc",TRUE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Moerassen","rbbmc","rbbmc",TRUE,"Druk8.2","8.2 Verontreiniging via de bodem","",,,"S",
"Moerassen","rbbmc","rbbmc",TRUE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"Moerassen","rbbmc","rbbmc",TRUE,"Druk4.1","4.1 Verzuring via de lucht","",,,"P",
"Moerassen","rbbmc","rbbmc",TRUE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"Moerassen","rbbmc","rbbmc",TRUE,"Druk9.1","9.1 Geluid en trillingen","",,,"P",
"Moerassen","rbbmc","rbbmc",TRUE,"Druk9.2","9.2 Licht en straling","",,,"P",
"Moerassen","rbbmr","rbbmr",TRUE,"Druk5.1","5.1 Verdroging via het grondwater","","H",1,"H",1
"Moerassen","rbbmr","rbbmr",TRUE,"Druk15","15 Verlies van terrestrische connectiviteit","","M",2,"M",2
"Moerassen","rbbmr","rbbmr",TRUE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","M",3,"M",3
"Moerassen","rbbmr","rbbmr",TRUE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","M",4,"M",4
"Moerassen","rbbmr","rbbmr",TRUE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","L",5,"L",5
"Moerassen","rbbmr","rbbmr",TRUE,"Druk14","14 Verlies van aquatische connectiviteit","","L",6,"L",6
"Moerassen","rbbmr","rbbmr",TRUE,"Druk3.2","3.2 Eutrofiëring via de bodem","","L",6,"L",6
"Moerassen","rbbmr","rbbmr",TRUE,"Druk8.1","8.1 Verontreiniging via de lucht","","L",6,"L",6
"Moerassen","rbbmr","rbbmr",TRUE,"Druk8.3","8.3 Verontreiniging via het grondwater","","L",6,"L",6
"Moerassen","rbbmr","rbbmr",TRUE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","","L",6,"L",6
"Moerassen","rbbmr","rbbmr",TRUE,"Druk101","101 Klimaatverandering in droge perioden","","L",7,"L",7
"Moerassen","rbbmr","rbbmr",TRUE,"Druk3.1","3.1 Eutrofiëring via de lucht","","L",7,"L",7
"Moerassen","rbbmr","rbbmr",TRUE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","L",7,"L",7
"Moerassen","rbbmr","rbbmr",TRUE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Moerassen","rbbmr","rbbmr",TRUE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Moerassen","rbbmr","rbbmr",TRUE,"Druk4.2","4.2 Verzuring via het grondwater","",,,"S",
"Moerassen","rbbmr","rbbmr",TRUE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Moerassen","rbbmr","rbbmr",TRUE,"Druk62","62 Afname overstromingsduur of -frequentie (incl. getijden)","",,,"S",
"Moerassen","rbbmr","rbbmr",TRUE,"Druk8.2","8.2 Verontreiniging via de bodem","",,,"S",
"Moerassen","rbbmr","rbbmr",TRUE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"Moerassen","rbbmr","rbbmr",TRUE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"Moerassen","rbbmr","rbbmr",TRUE,"Druk9.1","9.1 Geluid en trillingen","",,,"P",
"Moerassen","rbbmr","rbbmr",TRUE,"Druk9.2","9.2 Licht en straling","",,,"P",
"Moerassen","rbbms","rbbms",TRUE,"Druk5.1","5.1 Verdroging via het grondwater","","H",1,"H",1
"Moerassen","rbbms","rbbms",TRUE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","H",2,"H",2
"Moerassen","rbbms","rbbms",TRUE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","M",5,"H",3
"Moerassen","rbbms","rbbms",TRUE,"Druk15","15 Verlies van terrestrische connectiviteit","","H",3,"M",4
"Moerassen","rbbms","rbbms",TRUE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","M",4,"M",5
"Moerassen","rbbms","rbbms",TRUE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","M",6,"M",6
"Moerassen","rbbms","rbbms",TRUE,"Druk3.1","3.1 Eutrofiëring via de lucht","","M",8,"M",7
"Moerassen","rbbms","rbbms",TRUE,"Druk3.2","3.2 Eutrofiëring via de bodem","","M",7,"L",8
"Moerassen","rbbms","rbbms",TRUE,"Druk4.1","4.1 Verzuring via de lucht","","L",9,"L",9
"Moerassen","rbbms","rbbms",TRUE,"Druk4.2","4.2 Verzuring via het grondwater","","L",9,"L",9
"Moerassen","rbbms","rbbms",TRUE,"Druk5.2","5.2 Vernatting via het grondwater","","L",9,"L",9
"Moerassen","rbbms","rbbms",TRUE,"Druk8.1","8.1 Verontreiniging via de lucht","","L",9,"L",9
"Moerassen","rbbms","rbbms",TRUE,"Druk8.3","8.3 Verontreiniging via het grondwater","","L",9,"L",9
"Moerassen","rbbms","rbbms",TRUE,"Druk101","101 Klimaatverandering in droge perioden","","L",10,"L",10
"Moerassen","rbbms","rbbms",TRUE,"Druk14","14 Verlies van aquatische connectiviteit","","L",10,"L",10
"Moerassen","rbbms","rbbms",TRUE,"Druk8.2","8.2 Verontreiniging via de bodem","","L",10,"L",10
"Moerassen","rbbms","rbbms",TRUE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Moerassen","rbbms","rbbms",TRUE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Moerassen","rbbms","rbbms",TRUE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"Moerassen","rbbms","rbbms",TRUE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Moerassen","rbbms","rbbms",TRUE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"Moerassen","rbbms","rbbms",TRUE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","",,,"P",
"Moerassen","rbbms","rbbms",TRUE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"Moerassen","rbbms","rbbms",TRUE,"Druk9.1","9.1 Geluid en trillingen","",,,"P",
"Moerassen","rbbms","rbbms",TRUE,"Druk9.2","9.2 Licht en straling","",,,"P",
"Bossen en struwelen","rbbppm","rbbppm",TRUE,"Druk3.1","3.1 Eutrofiëring via de lucht","","H",1,"H",1
"Bossen en struwelen","rbbppm","rbbppm",TRUE,"Druk4.1","4.1 Verzuring via de lucht","","H",2,"H",2
"Bossen en struwelen","rbbppm","rbbppm",TRUE,"Druk15","15 Verlies van terrestrische connectiviteit","","H",3,"H",3
"Bossen en struwelen","rbbppm","rbbppm",TRUE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","M",4,"M",4
"Bossen en struwelen","rbbppm","rbbppm",TRUE,"Druk5.1","5.1 Verdroging via het grondwater","",,,"M",5
"Bossen en struwelen","rbbppm","rbbppm",TRUE,"Druk5.2","5.2 Vernatting via het grondwater","",,,"L",6
"Bossen en struwelen","rbbppm","rbbppm",TRUE,"Druk101","101 Klimaatverandering in droge perioden","","L",5,"L",7
"Bossen en struwelen","rbbppm","rbbppm",TRUE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","","L",5,"L",7
"Bossen en struwelen","rbbppm","rbbppm",TRUE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Bossen en struwelen","rbbppm","rbbppm",TRUE,"Druk14","14 Verlies van aquatische connectiviteit","",,,"S",
"Bossen en struwelen","rbbppm","rbbppm",TRUE,"Druk3.2","3.2 Eutrofiëring via de bodem","",,,"S",
"Bossen en struwelen","rbbppm","rbbppm",TRUE,"Druk3.3","3.3 Eutrofiëring via het grondwater","",,,"S",
"Bossen en struwelen","rbbppm","rbbppm",TRUE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","",,,"S",
"Bossen en struwelen","rbbppm","rbbppm",TRUE,"Druk4.2","4.2 Verzuring via het grondwater","",,,"S",
"Bossen en struwelen","rbbppm","rbbppm",TRUE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Bossen en struwelen","rbbppm","rbbppm",TRUE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","",,,"S",
"Bossen en struwelen","rbbppm","rbbppm",TRUE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"Bossen en struwelen","rbbppm","rbbppm",TRUE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Bossen en struwelen","rbbppm","rbbppm",TRUE,"Druk8.1","8.1 Verontreiniging via de lucht","",,,"S",
"Bossen en struwelen","rbbppm","rbbppm",TRUE,"Druk8.2","8.2 Verontreiniging via de bodem","",,,"S",
"Bossen en struwelen","rbbppm","rbbppm",TRUE,"Druk8.3","8.3 Verontreiniging via het grondwater","",,,"S",
"Bossen en struwelen","rbbppm","rbbppm",TRUE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Bossen en struwelen","rbbppm","rbbppm",TRUE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"Bossen en struwelen","rbbppm","rbbppm",TRUE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"Bossen en struwelen","rbbsf","rbbsf",TRUE,"Druk5.1","5.1 Verdroging via het grondwater","","H",1,"H",1
"Bossen en struwelen","rbbsf","rbbsf",TRUE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","H",2,"H",2
"Bossen en struwelen","rbbsf","rbbsf",TRUE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","H",3,"H",3
