"Typeklasse","Hoofdtype","Vegcode","HoofdLogical","Druk","Milieudruk","EffIndActie","Categorie_voorstel","Rang_voorstel","Categorie","Rang"
"(Half-)natuurlijke graslanden","6430","6430_bz",FALSE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_bz",FALSE,"Druk8.3","8.3 Verontreiniging via het grondwater","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_bz",FALSE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_bz",FALSE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"(Half-)natuurlijke graslanden","6430","6430_hf",FALSE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","H",1,"H",1
"(Half-)natuurlijke graslanden","6430","6430_hf",FALSE,"Druk5.1","5.1 Verdroging via het grondwater","","H",2,"H",2
"(Half-)natuurlijke graslanden","6430","6430_hf",FALSE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","BEHOUD","H",3,"H",3
"(Half-)natuurlijke graslanden","6430","6430_hf",FALSE,"Druk15","15 Verlies van terrestrische connectiviteit","","M",4,"M",4
"(Half-)natuurlijke graslanden","6430","6430_hf",FALSE,"Druk3.2","3.2 Eutrofiëring via de bodem","BEHOUD","M",5,"M",5
"(Half-)natuurlijke graslanden","6430","6430_hf",FALSE,"Druk3.3","3.3 Eutrofiëring via het grondwater","BEHOUD","M",6,"M",6
"(Half-)natuurlijke graslanden","6430","6430_hf",FALSE,"Druk14","14 Verlies van aquatische connectiviteit","","L",7,"L",7
"(Half-)natuurlijke graslanden","6430","6430_hf",FALSE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","","L",8,"L",8
"(Half-)natuurlijke graslanden","6430","6430_hf",FALSE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","L",9,"L",9
"(Half-)natuurlijke graslanden","6430","6430_hf",FALSE,"Druk4.2","4.2 Verzuring via het grondwater","","L",11,"L",10
"(Half-)natuurlijke graslanden","6430","6430_hf",FALSE,"Druk101","101 Klimaatverandering in droge perioden","","L",12,"L",11
"(Half-)natuurlijke graslanden","6430","6430_hf",FALSE,"Druk102","102 Klimaatverandering in natte perioden","","L",12,"L",11
"(Half-)natuurlijke graslanden","6430","6430_hf",FALSE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","","L",12,"L",11
"(Half-)natuurlijke graslanden","6430","6430_hf",FALSE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","","L",12,"L",11
"(Half-)natuurlijke graslanden","6430","6430_hf",FALSE,"Druk8.2","8.2 Verontreiniging via de bodem","","L",12,"L",11
"(Half-)natuurlijke graslanden","6430","6430_hf",FALSE,"Druk5.2","5.2 Vernatting via het grondwater","","L",13,"L",12
"(Half-)natuurlijke graslanden","6430","6430_hf",FALSE,"Druk8.1","8.1 Verontreiniging via de lucht","","L",13,"L",12
"(Half-)natuurlijke graslanden","6430","6430_hf",FALSE,"Druk8.3","8.3 Verontreiniging via het grondwater","","L",13,"L",12
"(Half-)natuurlijke graslanden","6430","6430_hf",FALSE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_hf",FALSE,"Druk62","62 Afname overstromingsduur of -frequentie (incl. getijden)","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_hf",FALSE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_hf",FALSE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_hf",FALSE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_hf",FALSE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk5.1","5.1 Verdroging via het grondwater","","H",1,"H",1
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk62","62 Afname overstromingsduur of -frequentie (incl. getijden)","","H",2,"H",2
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","BEHOUD","H",3,"H",3
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","","M",4,"M",4
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk3.3","3.3 Eutrofiëring via het grondwater","BEHOUD","M",4,"M",4
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk63","63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan","","M",4,"M",4
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","M",5,"M",5
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","M",6,"M",6
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk14","14 Verlies van aquatische connectiviteit","","L",7,"L",7
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk5.2","5.2 Vernatting via het grondwater","","L",7,"L",7
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk65","65  Toename golfslagwerking","","L",8,"L",8
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","","L",8,"L",8
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk15","15 Verlies van terrestrische connectiviteit","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk64","64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk66","66  Afname golfslagwerking","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk8.1","8.1 Verontreiniging via de lucht","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk8.2","8.2 Verontreiniging via de bodem","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk8.3","8.3 Verontreiniging via het grondwater","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk4.2","4.2 Verzuring via het grondwater","",,,"P",
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","",,,"P",
"(Half-)natuurlijke graslanden","6430","6430_hw",FALSE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"(Half-)natuurlijke graslanden","6430","6430_mr",FALSE,"Druk62","62 Afname overstromingsduur of -frequentie (incl. getijden)","","H",1,"H",1
"(Half-)natuurlijke graslanden","6430","6430_mr",FALSE,"Druk5.1","5.1 Verdroging via het grondwater","","H",2,"H",2
"(Half-)natuurlijke graslanden","6430","6430_mr",FALSE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","","H",3,"H",3
"(Half-)natuurlijke graslanden","6430","6430_mr",FALSE,"Druk63","63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan","","H",3,"H",3
"(Half-)natuurlijke graslanden","6430","6430_mr",FALSE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","H",4,"H",4
"(Half-)natuurlijke graslanden","6430","6430_mr",FALSE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","M",5,"M",5
"(Half-)natuurlijke graslanden","6430","6430_mr",FALSE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","BEHOUD","M",5,"M",5
"(Half-)natuurlijke graslanden","6430","6430_mr",FALSE,"Druk5.2","5.2 Vernatting via het grondwater","","M",5,"M",5
"(Half-)natuurlijke graslanden","6430","6430_mr",FALSE,"Druk65","65  Toename golfslagwerking","","L",6,"L",6
"(Half-)natuurlijke graslanden","6430","6430_mr",FALSE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","","L",6,"L",6
"(Half-)natuurlijke graslanden","6430","6430_mr",FALSE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_mr",FALSE,"Druk14","14 Verlies van aquatische connectiviteit","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_mr",FALSE,"Druk15","15 Verlies van terrestrische connectiviteit","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_mr",FALSE,"Druk64","64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_mr",FALSE,"Druk66","66  Afname golfslagwerking","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_mr",FALSE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_mr",FALSE,"Druk8.1","8.1 Verontreiniging via de lucht","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_mr",FALSE,"Druk8.2","8.2 Verontreiniging via de bodem","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_mr",FALSE,"Druk8.3","8.3 Verontreiniging via het grondwater","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_mr",FALSE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_mr",FALSE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"(Half-)natuurlijke graslanden","6430","6430_mr",FALSE,"Druk4.2","4.2 Verzuring via het grondwater","",,,"P",
"(Half-)natuurlijke graslanden","6430","6430_mr",FALSE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","",,,"P",
"(Half-)natuurlijke graslanden","6430","6430_mr",FALSE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"(Half-)natuurlijke graslanden","6510","6510_hu",FALSE,"Druk3.2","3.2 Eutrofiëring via de bodem","","H",1,"H",1
"(Half-)natuurlijke graslanden","6510","6510_hu",FALSE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","H",2,"H",2
"(Half-)natuurlijke graslanden","6510","6510_hu",FALSE,"Druk15","15 Verlies van terrestrische connectiviteit","","M",3,"M",3
"(Half-)natuurlijke graslanden","6510","6510_hu",FALSE,"Druk3.1","3.1 Eutrofiëring via de lucht","","M",3,"M",3
"(Half-)natuurlijke graslanden","6510","6510_hu",FALSE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","L",4,"L",4
"(Half-)natuurlijke graslanden","6510","6510_hu",FALSE,"Druk8.1","8.1 Verontreiniging via de lucht","","L",5,"L",5
"(Half-)natuurlijke graslanden","6510","6510_hu",FALSE,"Druk4.1","4.1 Verzuring via de lucht","","L",6,"L",6
"(Half-)natuurlijke graslanden","6510","6510_hu",FALSE,"Druk8.2","8.2 Verontreiniging via de bodem","","L",6,"L",6
"(Half-)natuurlijke graslanden","6510","6510_hu",FALSE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","L",7,"L",7
"(Half-)natuurlijke graslanden","6510","6510_hu",FALSE,"Druk102","102 Klimaatverandering in natte perioden","","L",8,"L",8
"(Half-)natuurlijke graslanden","6510","6510_hu",FALSE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","L",8,"L",8
"(Half-)natuurlijke graslanden","6510","6510_hu",FALSE,"Druk8.3","8.3 Verontreiniging via het grondwater","","L",8,"L",8
"(Half-)natuurlijke graslanden","6510","6510_hu",FALSE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","","L",8,"L",8
"(Half-)natuurlijke graslanden","6510","6510_hu",FALSE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_hu",FALSE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_hu",FALSE,"Druk14","14 Verlies van aquatische connectiviteit","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_hu",FALSE,"Druk5.2","5.2 Vernatting via het grondwater","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_hu",FALSE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_hu",FALSE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_hu",FALSE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_hu",FALSE,"Druk4.2","4.2 Verzuring via het grondwater","",,,"P",
"(Half-)natuurlijke graslanden","6510","6510_hu",FALSE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","",,,"P",
"(Half-)natuurlijke graslanden","6510","6510_hu",FALSE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","H",1,"H",1
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk15","15 Verlies van terrestrische connectiviteit","","H",2,"H",2
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk5.1","5.1 Verdroging via het grondwater","","H",3,"H",3
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk3.2","3.2 Eutrofiëring via de bodem","","H",4,"H",4
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","","M",5,"M",5
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","M",6,"M",6
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk3.1","3.1 Eutrofiëring via de lucht","","M",7,"M",7
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","M",7,"M",7
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk62","62 Afname overstromingsduur of -frequentie (incl. getijden)","","L",8,"L",8
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk63","63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan","","L",9,"L",9
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","L",10,"L",10
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk8.3","8.3 Verontreiniging via het grondwater","","L",10,"L",10
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk101","101 Klimaatverandering in droge perioden","","L",11,"L",11
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk14","14 Verlies van aquatische connectiviteit","","L",11,"L",11
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk4.2","4.2 Verzuring via het grondwater","","L",11,"L",11
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk8.1","8.1 Verontreiniging via de lucht","","L",11,"L",11
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk4.1","4.1 Verzuring via de lucht","","L",12,"L",12
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk5.2","5.2 Vernatting via het grondwater","","L",12,"L",12
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk8.2","8.2 Verontreiniging via de bodem","","L",12,"L",12
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk102","102 Klimaatverandering in natte perioden","","L",13,"L",13
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_hua",FALSE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"(Half-)natuurlijke graslanden","6510","6510_huk",FALSE,"Druk15","15 Verlies van terrestrische connectiviteit","","H",1,"H",1
"(Half-)natuurlijke graslanden","6510","6510_huk",FALSE,"Druk3.2","3.2 Eutrofiëring via de bodem","","H",2,"H",2
"(Half-)natuurlijke graslanden","6510","6510_huk",FALSE,"Druk3.1","3.1 Eutrofiëring via de lucht","","H",3,"H",3
"(Half-)natuurlijke graslanden","6510","6510_huk",FALSE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","H",4,"H",4
"(Half-)natuurlijke graslanden","6510","6510_huk",FALSE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","L",5,"L",5
"(Half-)natuurlijke graslanden","6510","6510_huk",FALSE,"Druk4.1","4.1 Verzuring via de lucht","","L",6,"L",6
"(Half-)natuurlijke graslanden","6510","6510_huk",FALSE,"Druk8.1","8.1 Verontreiniging via de lucht","","L",6,"L",6
"(Half-)natuurlijke graslanden","6510","6510_huk",FALSE,"Druk101","101 Klimaatverandering in droge perioden","","L",7,"L",7
"(Half-)natuurlijke graslanden","6510","6510_huk",FALSE,"Druk102","102 Klimaatverandering in natte perioden","","L",7,"L",7
"(Half-)natuurlijke graslanden","6510","6510_huk",FALSE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","","L",7,"L",7
"(Half-)natuurlijke graslanden","6510","6510_huk",FALSE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","","L",7,"L",7
"(Half-)natuurlijke graslanden","6510","6510_huk",FALSE,"Druk8.2","8.2 Verontreiniging via de bodem","","L",7,"L",7
"(Half-)natuurlijke graslanden","6510","6510_huk",FALSE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_huk",FALSE,"Druk14","14 Verlies van aquatische connectiviteit","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_huk",FALSE,"Druk5.2","5.2 Vernatting via het grondwater","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_huk",FALSE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_huk",FALSE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_huk",FALSE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_huk",FALSE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_huk",FALSE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk15","15 Verlies van terrestrische connectiviteit","","H",1,"H",1
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk3.2","3.2 Eutrofiëring via de bodem","","H",2,"H",2
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk5.1","5.1 Verdroging via het grondwater","","H",3,"H",3
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","H",4,"H",4
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","M",5,"M",5
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk3.1","3.1 Eutrofiëring via de lucht","","M",6,"M",6
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","M",7,"M",7
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","L",8,"L",8
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk8.1","8.1 Verontreiniging via de lucht","","L",9,"L",9
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","","L",9,"L",9
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk4.1","4.1 Verzuring via de lucht","","L",10,"L",10
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk4.2","4.2 Verzuring via het grondwater","","L",10,"L",10
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk5.2","5.2 Vernatting via het grondwater","","L",10,"L",10
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk8.2","8.2 Verontreiniging via de bodem","","L",10,"L",10
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk8.3","8.3 Verontreiniging via het grondwater","","L",10,"L",10
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk101","101 Klimaatverandering in droge perioden","","L",11,"L",11
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk102","102 Klimaatverandering in natte perioden","","L",11,"L",11
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","","L",11,"L",11
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk62","62 Afname overstromingsduur of -frequentie (incl. getijden)","","L",11,"L",11
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk14","14 Verlies van aquatische connectiviteit","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"(Half-)natuurlijke graslanden","6510","6510_hus",FALSE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"Moerassen","7140","7140_base",FALSE,"Druk15","15 Verlies van terrestrische connectiviteit","","H",1,"H",1
"Moerassen","7140","7140_base",FALSE,"Druk3.1","3.1 Eutrofiëring via de lucht","","H",2,"M",2
"Moerassen","7140","7140_base",FALSE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","M",3,"M",3
"Moerassen","7140","7140_base",FALSE,"Druk5.1","5.1 Verdroging via het grondwater","","H",1,"L",4
"Moerassen","7140","7140_base",FALSE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","L",4,"L",5
"Moerassen","7140","7140_base",FALSE,"Druk8.1","8.1 Verontreiniging via de lucht","","L",4,"L",5
"Moerassen","7140","7140_base",FALSE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","","L",4,"L",5
"Moerassen","7140","7140_base",FALSE,"Druk101","101 Klimaatverandering in droge perioden","","L",5,"L",6
"Moerassen","7140","7140_base",FALSE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","L",5,"L",6
"Moerassen","7140","7140_base",FALSE,"Druk3.2","3.2 Eutrofiëring via de bodem","","L",5,"L",6
"Moerassen","7140","7140_base",FALSE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","L",5,"L",6
"Moerassen","7140","7140_base",FALSE,"Druk8.3","8.3 Verontreiniging via het grondwater","","L",5,"L",6
"Moerassen","7140","7140_base",FALSE,"Druk14","14 Verlies van aquatische connectiviteit","","L",6,"L",7
"Moerassen","7140","7140_base",FALSE,"Druk65","65  Toename golfslagwerking","","L",6,"L",7
"Moerassen","7140","7140_base",FALSE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Moerassen","7140","7140_base",FALSE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Moerassen","7140","7140_base",FALSE,"Druk4.1","4.1 Verzuring via de lucht","",,,"S",
"Moerassen","7140","7140_base",FALSE,"Druk4.2","4.2 Verzuring via het grondwater","",,,"S",
"Moerassen","7140","7140_base",FALSE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Moerassen","7140","7140_base",FALSE,"Druk5.2","5.2 Vernatting via het grondwater","",,,"S",
"Moerassen","7140","7140_base",FALSE,"Druk62","62 Afname overstromingsduur of -frequentie (incl. getijden)","",,,"S",
"Moerassen","7140","7140_base",FALSE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"Moerassen","7140","7140_base",FALSE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Moerassen","7140","7140_base",FALSE,"Druk8.2","8.2 Verontreiniging via de bodem","",,,"S",
