loc_code	date_sampling	variable	value	below_loq	loq
218	17533	2	9.5	0	NA
218	17533	3	0.0866	0	NA
218	17560	1	0.06	0	NA
218	17560	2	11.8	0	NA
218	17560	3	0.046	0	NA
218	17595	1	0.17	0	NA
218	17595	2	12.58	0	NA
218	17595	3	0.091	0	NA
218	17624	1	NA	1	0.05
218	17624	2	11.99	0	NA
218	17624	3	0.053	0	NA
218	17665	1	0.08	0	NA
218	17665	2	9.3	0	NA
218	17665	3	0.0234	0	NA
219	17330	1	0.09	0	NA
219	17330	2	0.39	0	NA
219	17330	3	0.0654	0	NA
219	17350	1	NA	1	0.05
219	17350	2	0.26	0	NA
219	17350	3	0.0351	0	NA
219	17386	1	0.13	0	NA
219	17386	2	0.5	0	NA
219	17386	3	0.083	0	NA
219	17420	1	0.82	0	NA
219	17420	2	0.44	0	NA
219	17420	3	NA	1	0.02
219	17463	1	1.43	0	NA
219	17463	2	0.42	0	NA
219	17463	3	0.0538	0	NA
219	17498	1	0.8	0	NA
219	17498	2	0.52	0	NA
219	17498	3	0.028	0	NA
219	17518	1	0.6	0	NA
219	17518	2	0.47	0	NA
219	17518	3	0.0252	0	NA
219	17547	1	0.32	0	NA
219	17547	2	0.76	0	NA
219	17547	3	NA	1	0.02
219	17575	1	0.07	0	NA
219	17575	2	0.59	0	NA
219	17575	3	NA	1	0.02
219	17603	1	NA	1	0.05
219	17603	2	0.26	0	NA
219	17603	3	NA	1	0.02
219	17638	1	0.09	0	NA
219	17638	2	0.54	0	NA
219	17638	3	0.0318	0	NA
219	17672	1	0.18	0	NA
219	17672	2	0.51	0	NA
219	17672	3	0.0529	0	NA
220	16202	1	NA	1	0.1
220	16202	2	0.2	0	NA
220	16238	1	NA	1	0.1
220	16238	2	0.47	0	NA
220	16266	1	0.13	0	NA
220	16266	2	0.18	0	NA
220	16307	1	NA	1	0.1
220	16307	2	0.27	0	NA
220	16342	1	NA	1	0.1
220	16342	2	0.36	0	NA
221	16202	1	NA	1	0.1
221	16202	2	0.34	0	NA
221	16238	1	0.1	0	NA
221	16238	2	0.39	0	NA
221	16266	1	0.19	0	NA
221	16266	2	0.57	0	NA
221	16307	1	0.2	0	NA
221	16307	2	1.03	0	NA
221	16342	1	0.28	0	NA
221	16342	2	1.03	0	NA
221	16378	1	0.22	0	NA
221	16378	2	0.8	0	NA
222	16202	1	2.9	0	NA
222	16202	2	0.28	0	NA
222	16238	1	5.37	0	NA
222	16238	2	0.35	0	NA
222	16266	1	3.12	0	NA
222	16266	2	0.14	0	NA
222	16307	1	2.36	0	NA
222	16307	2	0.31	0	NA
222	16342	1	0.94	0	NA
222	16342	2	0.42	0	NA
222	16378	1	2.05	0	NA
222	16378	2	0.37	0	NA
223	16196	1	NA	1	0.1
223	16196	2	0.12	0	NA
223	16232	1	NA	1	0.1
223	16232	2	0.15	0	NA
223	16258	1	NA	1	0.1
223	16258	2	0.12	0	NA
223	16293	1	NA	1	0.1
223	16293	2	0.17	0	NA
223	16328	1	NA	1	0.1
223	16328	2	0.17	0	NA
223	16371	1	NA	1	0.1
223	16371	2	0.15	0	NA
224	16581	1	0.05	0	NA
224	16581	2	NA	1	0.1
224	16581	3	0.0788	0	NA
224	16608	1	NA	1	0.05
224	16608	2	NA	1	0.1
224	16608	3	0.0622	0	NA
224	16637	1	NA	1	0.05
224	16637	2	0.1	0	NA
224	16637	3	0.052	0	NA
224	16665	1	NA	1	0.05
224	16665	2	0.62	0	NA
224	16665	3	0.097	0	NA
224	16693	1	0.11	0	NA
224	16693	2	0.2	0	NA
224	16693	3	0.0829	0	NA
224	16727	1	NA	1	0.05
224	16727	2	0.15	0	NA
224	16727	3	0.05	0	NA
224	16755	1	0.21	0	NA
224	16755	2	0.62	0	NA
224	16755	3	0.087	0	NA
224	16811	1	0.13	0	NA
224	16811	2	1.16	0	NA
224	16811	3	0.0736	0	NA
224	16840	1	NA	1	0.05
224	16840	2	1.16	0	NA
224	16840	3	0.0622	0	NA
224	16868	1	0.15	0	NA
224	16868	2	1.41	0	NA
224	16868	3	0.0376	0	NA
224	16896	1	0.05	0	NA
224	16896	2	0.52	0	NA
224	16896	3	0.0926	0	NA
224	16944	1	0.1	0	NA
224	16944	2	0.23	0	NA
224	16944	3	0.1075	0	NA
225	16973	1	0.07	0	NA
225	16973	2	0.82	0	NA
225	16973	3	0.0285	0	NA
225	16986	1	NA	1	0.05
225	16986	2	0.15	0	NA
225	16986	3	0.0411	0	NA
225	17035	1	NA	1	0.05
225	17035	2	NA	1	0.1
225	17035	3	NA	1	0.02
225	17049	1	0.09	0	NA
225	17049	2	0.12	0	NA
225	17049	3	0.0244	0	NA
225	17085	1	0.19	0	NA
225	17085	2	0.36	0	NA
225	17085	3	0.0368	0	NA
225	17112	1	0.22	0	NA
225	17112	2	0.36	0	NA
225	17112	3	0.0279	0	NA
225	17133	1	0.17	0	NA
225	17133	2	0.43	0	NA
225	17133	3	NA	1	0.02
225	17183	1	0.52	0	NA
225	17183	2	0.91	0	NA
225	17183	3	NA	1	0.02
225	17211	1	0.22	0	NA
225	17211	2	0.46	0	NA
225	17211	3	NA	1	0.02
225	17232	1	0.16	0	NA
225	17232	2	0.58	0	NA
225	17232	3	0.0248	0	NA
225	17266	1	0.08	0	NA
225	17266	2	0.25	0	NA
225	17266	3	NA	1	0.02
225	17294	1	0.11	0	NA
225	17294	2	0.34	0	NA
225	17294	3	NA	1	0.02
226	17344	1	0.13	0	NA
226	17344	2	0.28	0	NA
226	17344	3	NA	1	0.02
226	17351	1	0.05	0	NA
226	17351	2	0.23	0	NA
226	17351	3	0.0308	0	NA
226	17386	1	0.1	0	NA
226	17386	2	0.26	0	NA
226	17386	3	0.026	0	NA
226	17435	1	0.06	0	NA
226	17435	2	0.14	0	NA
226	17435	3	NA	1	0.02
226	17455	1	0.09	0	NA
226	17455	2	0.26	0	NA
226	17455	3	NA	1	0.02
226	17497	1	0.1	0	NA
226	17497	2	0.25	0	NA
226	17497	3	NA	1	0.02
226	17533	1	0.14	0	NA
226	17533	2	0.38	0	NA
226	17533	3	0.2	0	NA
226	17560	1	0.06	0	NA
226	17560	2	0.85	0	NA
226	17560	3	0.023	0	NA
226	17602	1	NA	1	0.05
226	17602	2	0.7	0	NA
226	17602	3	NA	1	0.02
226	17624	1	0.05	0	NA
226	17624	2	0.58	0	NA
226	17624	3	NA	1	0.02
226	17680	1	0.06	0	NA
226	17680	2	0.26	0	NA
226	17680	3	NA	1	0.02
227	17700	1	0.06	0	NA
227	17700	2	0.29	0	NA
227	17700	3	0.0619	0	NA
227	17875	1	NA	1	0.05
227	17875	2	NA	1	0.1
227	17875	3	0.0735	0	NA
228	16587	1	NA	1	0.05
228	16587	2	0.14	0	NA
228	16587	3	0.5655	0	NA
228	16615	1	0.09	0	NA
228	16615	2	0.4	0	NA
228	16615	3	0.8905	0	NA
228	16643	1	0.09	0	NA
228	16643	2	0.56	0	NA
228	16643	3	3.094	0	NA
228	16671	1	NA	1	0.05
228	16671	2	0.12	0	NA
228	16671	3	0.3829	0	NA
228	16698	1	0.12	0	NA
228	16698	2	0.33	0	NA
228	16698	3	1.0094	0	NA
228	16734	1	0.07	0	NA
228	16734	2	0.25	0	NA
228	16734	3	1.18	0	NA
228	16762	1	0.19	0	NA
228	16762	2	11.23	0	NA
228	16762	3	0.266	0	NA
228	16805	1	NA	1	0.05
228	16805	2	12.97	0	NA
228	16805	3	0.0918	0	NA
228	16832	1	0.05	0	NA
228	16832	2	16.55	0	NA
228	16832	3	0.1599	0	NA
228	16867	1	0.13	0	NA
228	16867	2	14.06	0	NA
228	16867	3	0.1008	0	NA
228	16896	1	NA	1	0.05
228	16896	2	7.37	0	NA
228	16896	3	0.1308	0	NA
228	16924	1	NA	1	0.05
228	16924	2	1.14	0	NA
228	16924	3	0.1654	0	NA
229	16965	1	0.14	0	NA
229	16965	2	0.41	0	NA
229	16965	3	0.0987	0	NA
229	17015	1	0.94	0	NA
229	17015	2	NA	1	0.1
229	17015	3	0.0763	0	NA
229	17029	1	0.46	0	NA
229	17029	2	0.24	0	NA
229	17029	3	0.1963	0	NA
229	17057	1	NA	1	0.05
229	17057	2	NA	1	0.1
229	17057	3	0.3306	0	NA
229	17084	1	1.38	0	NA
229	17084	2	0.44	0	NA
229	17084	3	0.2045	0	NA
229	17126	1	3.81	0	NA
229	17126	2	1.42	0	NA
229	17126	3	0.1491	0	NA
229	17141	1	4.32	0	NA
229	17141	2	1.43	0	NA
229	17141	3	0.1748	0	NA
229	17169	1	4.04	0	NA
229	17169	2	1.93	0	NA
229	17169	3	0.1417	0	NA
229	17203	1	3.33	0	NA
229	17203	2	2.26	0	NA
229	17203	3	0.1285	0	NA
229	17224	1	2.64	0	NA
229	17224	2	3.16	0	NA
229	17224	3	0.1035	0	NA
229	17259	1	0.39	0	NA
229	17259	2	0.52	0	NA
229	17259	3	0.0646	0	NA
229	17301	1	0.51	0	NA
229	17301	2	0.54	0	NA
229	17301	3	0.086	0	NA
230	17701	1	NA	1	0.05
230	17701	2	0.13	0	NA
230	17701	3	0.2542	0	NA
230	17742	1	NA	1	0.05
230	17742	2	NA	1	0.1
230	17742	3	2.4439	0	NA
230	17764	1	0.05	0	NA
230	17764	2	0.38	0	NA
230	17764	3	0.9525	0	NA
230	17784	1	NA	1	0.05
230	17784	2	0.48	0	NA
230	17784	3	1.4013	0	NA
230	17875	1	0.13	0	NA
230	17875	2	NA	1	0.1
230	17875	3	0.3486	0	NA
231	16202	1	NA	1	0.1
231	16202	2	2.48	0	NA
231	16238	1	0.22	0	NA
231	16238	2	1.64	0	NA
231	16266	1	1	0	NA
231	16266	2	0.52	0	NA
231	16307	1	NA	1	0.1
231	16307	2	1.02	0	NA
231	16342	1	NA	1	0.1
231	16342	2	1.82	0	NA
231	16378	1	NA	1	0.1
231	16378	2	0.99	0	NA
232	16202	1	NA	1	0.1
232	16202	2	NA	1	0.1
232	16238	1	NA	1	0.1
232	16238	2	0.16	0	NA
232	16266	1	NA	1	0.1
232	16266	2	NA	1	0.1
232	16307	1	NA	1	0.1
232	16307	2	0.11	0	NA
232	16342	1	NA	1	0.1
232	16342	2	0.12	0	NA
232	16391	1	NA	1	0.1
232	16391	2	NA	1	0.1
233	16202	1	NA	1	0.1
233	16202	2	0.1	0	NA
233	16238	1	NA	1	0.1
233	16238	2	0.14	0	NA
233	16266	1	NA	1	0.1
233	16266	2	0.12	0	NA
233	16307	1	NA	1	0.1
233	16307	2	NA	1	0.1
233	16342	1	NA	1	0.1
233	16342	2	0.4	0	NA
233	16391	1	NA	1	0.1
233	16391	2	0.4	0	NA
234	16202	1	NA	1	0.1
234	16202	2	0.13	0	NA
234	16238	1	NA	1	0.1
234	16238	2	0.29	0	NA
234	16266	1	NA	1	0.1
234	16266	2	NA	1	0.1
234	16307	1	NA	1	0.1
234	16307	2	0.16	0	NA
234	16342	1	NA	1	0.1
234	16342	2	0.85	0	NA
234	16391	1	NA	1	0.1
234	16391	2	0.12	0	NA
235	16202	1	NA	1	0.1
235	16202	2	0.12	0	NA
235	16238	1	NA	1	0.1
235	16238	2	0.16	0	NA
235	16266	1	NA	1	0.1
235	16266	2	0.1	0	NA
235	16307	1	NA	1	0.1
235	16307	2	NA	1	0.1
235	16342	1	NA	1	0.1
235	16342	2	0.17	0	NA
235	16391	1	NA	1	0.1
235	16391	2	0.15	0	NA
236	16595	1	NA	1	0.05
236	16595	2	0.13	0	NA
236	16595	3	0.209	0	NA
236	16623	1	NA	1	0.05
236	16623	2	NA	1	0.1
236	16623	3	0.33	0	NA
236	16651	1	NA	1	0.05
236	16651	2	0.11	0	NA
236	16651	3	0.15	0	NA
236	16679	1	NA	1	0.05
236	16679	2	0.41	0	NA
236	16679	3	0.1439	0	NA
236	16714	1	NA	1	0.05
236	16714	2	0.11	0	NA
236	16714	3	0.11	0	NA
236	16743	1	NA	1	0.05
236	16743	2	NA	1	0.1
236	16743	3	0.11	0	NA
236	16770	1	0.08	0	NA
236	16770	2	1.78	0	NA
236	16770	3	0.08	0	NA
236	16812	1	0.09	0	NA
236	16812	2	1.21	0	NA
236	16812	3	0.1372	0	NA
236	16839	1	0.06	0	NA
236	16839	2	1.26	0	NA
236	16839	3	0.1111	0	NA
236	16868	1	0.05	0	NA
236	16868	2	0.51	0	NA
236	16868	3	0.1036	0	NA
236	16903	1	NA	1	0.05
236	16903	2	0.21	0	NA
236	16903	3	0.1145	0	NA
236	16931	1	0.06	0	NA
236	16931	2	0.14	0	NA
236	16931	3	0.106	0	NA
237	16595	1	NA	1	0.05
237	16595	2	0.1	0	NA
237	16595	3	0.084	0	NA
237	16623	1	NA	1	0.05
237	16623	2	NA	1	0.1
237	16623	3	0.0681	0	NA
237	16651	1	NA	1	0.05
237	16651	2	0.12	0	NA
237	16651	3	0.07	0	NA
237	16679	1	NA	1	0.05
237	16679	2	0.28	0	NA
237	16679	3	0.0856	0	NA
237	16713	1	NA	1	0.05
237	16713	2	NA	1	0.1
237	16713	3	0.07	0	NA
237	16743	1	NA	1	0.05
237	16743	2	NA	1	0.1
237	16743	3	0.06	0	NA
237	16770	1	0.23	0	NA
237	16770	2	2.04	0	NA
237	16770	3	0.07	0	NA
237	16812	1	0.06	0	NA
237	16812	2	2.65	0	NA
237	16812	3	0.0724	0	NA
237	16839	1	NA	1	0.05
237	16839	2	2.36	0	NA
237	16839	3	0.0827	0	NA
237	16868	1	0.08	0	NA
237	16868	2	3.21	0	NA
237	16868	3	0.0791	0	NA
237	16903	1	NA	1	0.05
237	16903	2	0.48	0	NA
237	16903	3	0.0725	0	NA
237	16931	1	0.12	0	NA
237	16931	2	0.11	0	NA
237	16931	3	0.0669	0	NA
238	16951	1	NA	1	0.05
238	16951	2	0.26	0	NA
238	16951	3	0.1977	0	NA
238	17015	1	0.28	0	NA
238	17015	2	NA	1	0.1
238	17015	3	0.2231	0	NA
238	17035	1	NA	1	0.05
238	17035	2	NA	1	0.1
238	17035	3	0.114	0	NA
238	17071	1	0.25	0	NA
238	17071	2	NA	1	0.1
238	17071	3	0.1072	0	NA
238	17098	1	0.44	0	NA
238	17098	2	0.17	0	NA
238	17098	3	0.0435	0	NA
238	17133	1	0.17	0	NA
238	17133	2	0.79	0	NA
238	17133	3	0.0589	0	NA
238	17217	1	NA	1	0.05
238	17217	2	0.13	0	NA
238	17217	3	0.1143	0	NA
238	17253	1	0.24	0	NA
238	17253	2	0.18	0	NA
238	17253	3	0.0578	0	NA
238	17275	1	0.05	0	NA
238	17275	2	0.26	0	NA
238	17275	3	0.11	0	NA
238	17302	1	0.07	0	NA
238	17302	2	0.29	0	NA
238	17302	3	0.101	0	NA
239	16951	1	0.3	0	NA
239	16951	2	0.51	0	NA
239	16951	3	0.0935	0	NA
239	17015	1	0.4	0	NA
239	17015	2	NA	1	0.1
239	17015	3	0.1546	0	NA
239	17035	1	NA	1	0.05
239	17035	2	0.15	0	NA
239	17035	3	0.0857	0	NA
239	17071	1	NA	1	0.05
239	17071	2	NA	1	0.1
239	17071	3	0.0748	0	NA
239	17098	1	NA	1	0.05
239	17098	2	0.1	0	NA
239	17098	3	0.0758	0	NA
239	17133	1	NA	1	0.05
239	17133	2	0.73	0	NA
239	17133	3	0.048	0	NA
239	17140	1	0.06	0	NA
239	17140	2	0.76	0	NA
239	17140	3	0.0994	0	NA
239	17217	1	NA	1	0.05
239	17217	2	0.61	0	NA
239	17217	3	0.056	0	NA
239	17253	1	0.35	0	NA
239	17253	2	0.25	0	NA
239	17253	3	0.056	0	NA
239	17275	1	0.24	0	NA
239	17275	2	1.28	0	NA
239	17275	3	0.139	0	NA
239	17302	1	0.1	0	NA
239	17302	2	0.32	0	NA
239	17302	3	0.037	0	NA
240	16951	1	0.11	0	NA
240	16951	2	0.16	0	NA
240	16951	3	0.1098	0	NA
240	17015	1	1.03	0	NA
240	17015	2	NA	1	0.1
240	17015	3	0.2142	0	NA
240	17035	1	0.11	0	NA
240	17035	2	0.17	0	NA
240	17035	3	0.1567	0	NA
240	17071	1	0.71	0	NA
240	17071	2	0.1	0	NA
240	17071	3	0.2862	0	NA
240	17098	1	0.2	0	NA
240	17098	2	0.7	0	NA
240	17098	3	0.0719	0	NA
240	17133	1	0.12	0	NA
240	17133	2	0.76	0	NA
240	17133	3	0.06	0	NA
240	17140	1	0.11	0	NA
240	17140	2	0.58	0	NA
240	17140	3	0.067	0	NA
240	17190	1	NA	1	0.05
240	17190	2	0.54	0	NA
240	17190	3	0.0301	0	NA
240	17217	1	NA	1	0.05
240	17217	2	0.12	0	NA
240	17217	3	0.0594	0	NA
240	17253	1	0.29	0	NA
240	17253	2	0.39	0	NA
240	17253	3	0.0651	0	NA
240	17275	1	0.1	0	NA
240	17275	2	0.31	0	NA
240	17275	3	0.128	0	NA
240	17302	1	0.24	0	NA
240	17302	2	0.34	0	NA
240	17302	3	0.056	0	NA
241	16951	1	0.08	0	NA
241	16951	2	NA	1	0.1
241	16951	3	0.0511	0	NA
241	17015	1	0.1	0	NA
241	17015	2	NA	1	0.1
241	17015	3	0.024	0	NA
241	17035	1	0.1	0	NA
241	17035	2	0.14	0	NA
241	17035	3	0.0427	0	NA
241	17217	1	0.05	0	NA
241	17217	2	0.27	0	NA
241	17217	3	0.0735	0	NA
241	17253	1	0.14	0	NA
241	17253	2	0.24	0	NA
241	17253	3	0.0228	0	NA
241	17275	1	NA	1	0.05
241	17275	2	NA	1	0.1
241	17275	3	0.021	0	NA
241	17302	1	0.08	0	NA
241	17302	2	0.26	0	NA
241	17302	3	NA	1	0.02
242	17343	1	NA	1	0.05
242	17343	2	0.21	0	NA
242	17343	3	0.043	0	NA
242	17371	1	0.11	0	NA
242	17371	2	0.18	0	NA
242	17371	3	0.07	0	NA
242	17385	1	0.61	0	NA
242	17385	2	0.24	0	NA
242	17385	3	0.145	0	NA
242	17413	1	NA	1	0.05
242	17413	2	0.12	0	NA
242	17413	3	0.021	0	NA
242	17441	1	0.06	0	NA
242	17441	2	0.16	0	NA
242	17441	3	0.036	0	NA
242	17476	1	0.05	0	NA
242	17476	2	0.24	0	NA
242	17476	3	0.037	0	NA
242	17539	1	0.55	0	NA
242	17539	2	0.56	0	NA
242	17539	3	0.0879	0	NA
242	17574	1	0.36	0	NA
242	17574	2	0.47	0	NA
242	17574	3	0.0669	0	NA
242	17595	1	0.66	0	NA
242	17595	2	0.59	0	NA
242	17595	3	0.124	0	NA
242	17637	1	NA	1	0.05
242	17637	2	0.15	0	NA
242	17637	3	0.0396	0	NA
242	17665	1	0.06	0	NA
242	17665	2	0.14	0	NA
242	17665	3	0.0491	0	NA
243	17343	1	NA	1	0.05
243	17343	2	0.25	0	NA
243	17343	3	0.402	0	NA
243	17371	1	0.05	0	NA
243	17371	2	0.14	0	NA
243	17371	3	0.307	0	NA
243	17385	1	0.13	0	NA
243	17385	2	0.16	0	NA
243	17385	3	0.193	0	NA
243	17413	1	0.06	0	NA
243	17413	2	0.2	0	NA
243	17413	3	0.1824	0	NA
243	17441	1	0.08	0	NA
243	17441	2	0.2	0	NA
243	17441	3	0.124	0	NA
243	17476	1	NA	1	0.05
243	17476	2	0.19	0	NA
243	17476	3	0.223	0	NA
243	17539	1	0.47	0	NA
243	17539	2	0.7	0	NA
243	17539	3	0.0932	0	NA
243	17574	1	0.39	0	NA
243	17574	2	0.56	0	NA
243	17574	3	0.1052	0	NA
243	17595	1	0.28	0	NA
243	17595	2	0.25	0	NA
243	17595	3	0.101	0	NA
243	17637	1	NA	1	0.05
243	17637	2	0.28	0	NA
243	17637	3	0.0943	0	NA
243	17665	1	NA	1	0.05
243	17665	2	0.11	0	NA
243	17665	3	0.0945	0	NA
244	17343	1	NA	1	0.05
244	17343	2	0.22	0	NA
244	17343	3	0.068	0	NA
244	17371	1	NA	1	0.05
244	17371	2	0.28	0	NA
244	17371	3	0.051	0	NA
244	17385	1	0.11	0	NA
244	17385	2	0.14	0	NA
244	17385	3	0.045	0	NA
244	17413	1	NA	1	0.05
244	17413	2	0.12	0	NA
244	17413	3	0.0502	0	NA
244	17441	1	0.05	0	NA
244	17441	2	0.14	0	NA
244	17441	3	0.037	0	NA
244	17476	1	NA	1	0.05
244	17476	2	0.13	0	NA
244	17476	3	0.025	0	NA
244	17539	1	0.18	0	NA
244	17539	2	0.41	0	NA
244	17539	3	0.1161	0	NA
244	17574	1	0.09	0	NA
244	17574	2	0.33	0	NA
244	17574	3	0.0408	0	NA
244	17595	1	0.18	0	NA
244	17595	2	0.3	0	NA
244	17595	3	0.053	0	NA
244	17637	1	NA	1	0.05
244	17637	2	0.17	0	NA
244	17637	3	0.0342	0	NA
244	17665	1	NA	1	0.05
244	17665	2	0.15	0	NA
244	17665	3	0.0512	0	NA
245	16216	1	0.22	0	NA
245	16216	2	0.18	0	NA
245	16274	1	NA	1	0.1
245	16274	2	0.14	0	NA
245	16307	1	NA	1	0.1
245	16307	2	0.11	0	NA
245	16335	1	NA	1	0.1
245	16335	2	0.22	0	NA
245	16371	1	NA	1	0.1
245	16371	2	NA	1	0.1
246	16594	1	0.1	0	NA
246	16594	2	0.23	0	NA
246	16594	3	0.026	0	NA
246	16713	1	0.06	0	NA
246	16713	2	0.15	0	NA
246	16713	3	0.06	0	NA
246	16742	1	NA	1	0.05
246	16742	2	NA	1	0.1
246	16742	3	0.02	0	NA
246	16805	1	NA	1	0.05
246	16805	2	0.12	0	NA
246	16805	3	NA	1	0.02
246	16832	1	0.05	0	NA
246	16832	2	0.2	0	NA
246	16832	3	NA	1	0.02
246	16867	1	0.05	0	NA
246	16867	2	0.22	0	NA
246	16867	3	NA	1	0.02
246	16902	1	0.07	0	NA
246	16902	2	0.43	0	NA
246	16902	3	0.0326	0	NA
246	16924	1	NA	1	0.05
246	16924	2	0.11	0	NA
246	16924	3	0.0264	0	NA
247	16182	1	NA	1	0.1
247	16182	2	0.28	0	NA
247	16224	1	NA	1	0.1
247	16224	2	0.22	0	NA
247	16251	1	NA	1	0.1
247	16251	2	0.19	0	NA
247	16286	1	NA	1	0.1
247	16286	2	0.28	0	NA
247	16321	1	0.21	0	NA
247	16321	2	0.3	0	NA
247	16363	1	0.11	0	NA
247	16363	2	0.43	0	NA
248	16182	1	NA	1	0.1
248	16182	2	0.16	0	NA
248	16224	1	NA	1	0.1
248	16224	2	NA	1	0.1
248	16251	1	NA	1	0.1
248	16251	2	0.13	0	NA
248	16286	1	NA	1	0.1
248	16286	2	0.18	0	NA
248	16321	1	NA	1	0.1
248	16321	2	0.4	0	NA
248	16363	1	NA	1	0.1
248	16363	2	0.13	0	NA
249	16182	1	NA	1	0.1
249	16182	2	0.19	0	NA
249	16224	1	NA	1	0.1
249	16224	2	0.1	0	NA
249	16251	1	NA	1	0.1
249	16251	2	0.12	0	NA
249	16286	1	NA	1	0.1
249	16286	2	NA	1	0.1
249	16321	1	NA	1	0.1
249	16321	2	0.28	0	NA
249	16363	1	NA	1	0.1
249	16363	2	0.17	0	NA
250	16182	1	NA	1	0.1
250	16182	2	0.13	0	NA
250	16224	1	NA	1	0.1
250	16224	2	0.13	0	NA
250	16251	1	NA	1	0.1
250	16251	2	0.21	0	NA
250	16286	1	NA	1	0.1
250	16286	2	0.14	0	NA
250	16321	1	0.1	0	NA
250	16321	2	0.47	0	NA
250	16363	1	NA	1	0.1
250	16363	2	0.12	0	NA
251	16182	1	NA	1	0.1
251	16182	2	0.19	0	NA
251	16224	1	NA	1	0.1
251	16224	2	0.14	0	NA
251	16251	1	NA	1	0.1
251	16251	2	0.1	0	NA
251	16286	1	NA	1	0.1
251	16286	2	0.15	0	NA
251	16321	1	NA	1	0.1
251	16321	2	0.3	0	NA
251	16363	1	NA	1	0.1
251	16363	2	0.21	0	NA
252	16182	1	NA	1	0.1
252	16182	2	0.42	0	NA
252	16224	1	NA	1	0.1
252	16224	2	0.82	0	NA
252	16251	1	0.21	0	NA
252	16251	2	0.23	0	NA
252	16286	1	NA	1	0.1
252	16286	2	0.38	0	NA
252	16321	1	NA	1	0.1
252	16321	2	0.27	0	NA
252	16363	1	NA	1	0.1
252	16363	2	0.16	0	NA
253	16188	1	NA	1	0.1
253	16188	2	0.41	0	NA
253	16224	1	NA	1	0.1
253	16224	2	NA	1	0.1
253	16251	1	NA	1	0.1
253	16251	2	0.11	0	NA
253	16286	1	NA	1	0.1
253	16286	2	0.19	0	NA
253	16321	1	0.1	0	NA
253	16321	2	1.21	0	NA
253	16363	1	NA	1	0.1
253	16363	2	0.44	0	NA
254	16601	1	0.07	0	NA
254	16601	2	0.22	0	NA
254	16601	3	0.037	0	NA
254	16631	1	NA	1	0.05
254	16631	2	0.12	0	NA
254	16631	3	0.053	0	NA
254	16659	1	NA	1	0.05
254	16659	2	0.19	0	NA
254	16659	3	0.2532	0	NA
254	16686	1	0.05	0	NA
254	16686	2	0.41	0	NA
254	16686	3	0.2159	0	NA
254	16847	1	NA	1	0.05
254	16847	2	3.13	0	NA
254	16847	3	0.1088	0	NA
254	16875	1	NA	1	0.05
254	16875	2	0.13	0	NA
254	16875	3	0.0551	0	NA
254	16910	1	NA	1	0.05
254	16910	2	0.1	0	NA
254	16910	3	0.0348	0	NA
254	16938	1	NA	1	0.05
254	16938	2	0.11	0	NA
254	16938	3	0.0441	0	NA
255	16603	1	NA	1	0.05
255	16603	2	NA	1	0.1
255	16603	3	0.12	0	NA
255	16631	1	NA	1	0.05
255	16631	2	0.16	0	NA
255	16631	3	0.135	0	NA
255	16659	1	NA	1	0.05
255	16659	2	0.14	0	NA
255	16659	3	0.3511	0	NA
255	16686	1	0.06	0	NA
255	16686	2	0.31	0	NA
255	16686	3	0.2484	0	NA
255	16721	1	NA	1	0.05
255	16721	2	0.24	0	NA
255	16721	3	0.11	0	NA
255	16748	1	NA	1	0.05
255	16748	2	0.21	0	NA
255	16748	3	0.1419	0	NA
255	16777	1	0.49	0	NA
255	16777	2	0.57	0	NA
255	16777	3	0.054	0	NA
255	16818	1	NA	1	0.05
255	16818	2	1.66	0	NA
255	16818	3	0.0601	0	NA
255	16847	1	NA	1	0.05
255	16847	2	0.16	0	NA
255	16847	3	0.0731	0	NA
255	16875	1	NA	1	0.05
255	16875	2	NA	1	0.1
255	16875	3	0.0882	0	NA
255	16910	1	0.32	0	NA
255	16910	2	0.21	0	NA
255	16910	3	0.1079	0	NA
255	16938	1	0.88	0	NA
255	16938	2	0.15	0	NA
255	16938	3	0.1949	0	NA
256	16603	1	0.13	0	NA
256	16603	2	0.23	0	NA
256	16603	3	0.28	0	NA
256	16631	1	0.06	0	NA
256	16631	2	13.03	0	NA
256	16631	3	0.319	0	NA
256	16659	1	0.1	0	NA
256	16659	2	0.29	0	NA
256	16659	3	0.5185	0	NA
256	16686	1	0.07	0	NA
256	16686	2	0.35	0	NA
256	16686	3	1.27	0	NA
256	16721	1	0.07	0	NA
256	16721	2	0.69	0	NA
256	16721	3	0.29	0	NA
256	16748	1	0.05	0	NA
256	16748	2	0.21	0	NA
256	16748	3	0.3012	0	NA
256	16777	1	0.12	0	NA
256	16777	2	0.9	0	NA
256	16777	3	0.118	0	NA
256	16818	1	0.07	0	NA
256	16818	2	1.94	0	NA
256	16818	3	0.1248	0	NA
256	16847	1	0.51	0	NA
256	16847	2	1.29	0	NA
256	16847	3	0.1657	0	NA
256	16875	1	0.06	0	NA
256	16875	2	2.96	0	NA
256	16875	3	0.0577	0	NA
256	16910	1	NA	1	0.05
256	16910	2	NA	1	0.1
256	16910	3	0.0413	0	NA
256	16938	1	0.09	0	NA
256	16938	2	0.12	0	NA
256	16938	3	0.0673	0	NA
257	16603	1	0.07	0	NA
257	16603	2	1.01	0	NA
257	16603	3	0.216	0	NA
257	16631	1	0.25	0	NA
257	16631	2	0.17	0	NA
257	16631	3	0.361	0	NA
